Measure:volume	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	MaskVol	EstimatedTotalIntraCranialVol
sub-0011	1882.8	1823.9	4854.0	2055.0	581.3	4711.4	7433.5	4332.0	3491.9	8304.5	5011.4	4373.7	2105.9	3879.3	1239.7	3281.3	3120.7	765.0	2533.8	2151.9	5427.7	3610.2	10975.6	6906.8	2244.7	8322.9	12201.4	10439.6	6466.4	8229.8	224.6	474.6	790.0	8140.3	1989.2	1920.8	4002.3	2335.7	628.9	4907.2	9142.0	3962.6	2670.8	7861.2	5283.8	4331.5	2878.1	4050.7	1380.4	2917.8	2106.6	834.2	2019.2	2752.2	6441.2	3251.5	11105.9	6949.4	1312.4	8578.6	12701.8	9856.6	4870.1	7300.7	382.5	512.2	493.3	7704.6	23759.5	24470.9	177819.579725	175193.487888	353013.067613	1210491.0	1050308.739903
sub-0012	3187.4	2423.7	6408.3	3155.1	876.9	7045.8	10384.6	5962.7	3170.6	10997.6	6069.5	4645.7	3310.9	5153.9	1385.3	4532.9	3029.2	858.1	2498.0	3556.1	7304.7	4034.4	13364.7	8888.5	1991.6	10442.1	16616.6	13112.7	6169.3	7964.2	266.4	649.7	958.8	9018.7	2352.3	2470.7	5756.6	2796.7	812.5	6347.9	11566.9	5388.6	2915.2	9905.9	6420.9	4704.9	3132.8	6247.6	1234.5	5368.7	2521.9	988.7	2525.0	3848.1	6785.1	4241.4	12770.5	10532.2	1558.7	12018.6	17093.9	12807.4	6808.0	8043.4	398.5	583.4	427.0	8102.8	27613.8	26512.0	217491.545028	218592.360152	436083.90518	1410682.0	1174483.265912
sub-0013	2600.1	2732.0	6061.4	2565.5	927.3	6968.5	9784.3	5623.8	4252.2	10349.3	6592.3	5034.7	3592.1	5648.9	1549.5	4207.6	4126.0	1041.5	4058.2	3712.9	7547.4	5304.7	12382.9	10544.8	3132.2	14999.9	18388.7	14003.5	9445.2	11946.8	356.6	585.2	922.8	10517.7	2600.6	3288.4	5742.2	3046.0	1072.8	6438.4	11547.7	7187.0	4133.1	10814.7	6944.0	6316.9	3874.8	6971.4	1489.9	4840.9	3485.1	1532.7	4090.2	3811.9	7094.0	5807.6	13951.7	9793.8	2077.6	11841.4	19237.3	11967.1	6334.0	9332.0	411.9	638.8	651.2	10118.6	36210.9	37742.8	249691.589224	248161.166961	497852.756186	1550951.0	1575330.67754
sub-0014	2428.1	2218.2	6423.8	2698.5	1129.5	6365.6	8735.1	5806.5	3563.8	9321.5	6440.2	5815.1	3045.7	5093.4	1730.3	3343.3	2682.8	1074.6	3018.3	3433.6	6601.4	4085.0	12105.3	7970.2	2326.1	10899.5	16309.3	10757.7	6991.8	7343.7	269.1	719.2	678.1	9151.2	2242.3	2114.7	5006.3	2593.9	1230.2	5974.3	9852.3	5778.4	3779.4	9400.4	6878.5	6480.1	3531.9	5548.6	1432.2	3701.8	2199.9	1278.5	2592.5	3262.9	5952.9	3980.8	13056.9	6864.7	1785.4	11454.4	16777.7	9273.7	5733.5	8174.3	331.2	769.2	530.2	8371.4	32453.8	32984.9	214355.717783	212150.100561	426505.818343	1385772.0	1206059.232953
sub-0015	3296.6	3313.1	7398.8	3088.7	1125.8	6778.7	10325.4	6234.4	3606.3	11584.6	6274.3	5923.4	2991.2	5867.3	1558.4	3907.8	4347.1	856.7	2843.1	3270.3	7507.0	4765.6	13769.1	10413.4	3652.5	12625.0	19182.2	13964.4	8032.7	8612.3	304.3	609.0	776.6	9036.4	3770.1	2331.2	6065.4	2714.0	930.4	6234.5	10642.1	6331.5	2750.1	11475.4	6201.2	6550.1	3764.5	6310.9	1566.8	6347.5	3675.7	1157.5	2858.8	3242.1	7383.4	4739.5	17219.4	10651.5	1775.0	11383.8	20048.2	13402.8	7140.7	9346.5	297.6	547.7	634.1	9175.3	29609.6	29595.2	239428.568006	239729.903285	479158.471291	1469717.0	1400508.836146
sub-0016	3060.0	2559.5	5511.3	2494.0	719.9	6114.7	9581.2	5248.2	3731.9	7915.8	6227.8	5816.0	3031.3	4981.4	1377.7	3877.5	3556.9	1104.8	3259.0	3579.8	6698.8	3743.5	10409.0	7809.5	2024.6	12602.4	15786.9	10212.4	6127.1	8404.5	312.9	572.7	702.4	8491.1	2487.0	2702.3	5647.6	1950.7	633.4	5888.9	9333.1	5252.2	2868.6	8073.3	6501.1	5866.5	3392.2	5986.0	1365.3	4700.2	3190.6	1269.7	3165.1	3526.8	7077.2	3546.6	10038.8	8742.4	1842.9	13792.9	15513.8	10250.6	5085.2	8590.0	367.3	601.1	639.8	8430.5	30125.0	30437.7	209816.950924	211647.810321	421464.761244	1363528.0	1226969.408346
sub-0017	1939.8	2458.2	4647.9	2466.2	678.9	4591.6	7883.6	5011.6	3489.6	8204.9	5762.4	5699.8	3724.4	4614.8	1245.9	3056.5	2923.9	1042.0	3302.0	3393.4	6722.7	3577.4	12327.4	6298.7	1959.5	9302.0	16268.6	10544.2	6673.1	5999.3	234.7	464.8	560.9	8234.5	2390.4	1998.7	4926.3	2777.6	784.9	4416.7	7827.7	4795.4	3170.8	9379.8	5846.6	5561.1	3778.5	4874.7	1325.0	3666.0	2469.6	1043.1	3025.3	3208.2	5695.5	3528.1	12378.7	5697.6	1820.3	9405.2	16118.1	11336.5	5149.3	5912.1	314.8	565.5	675.1	8441.3	24279.5	23460.4	189659.015079	188623.543133	378282.558212	1277240.0	1223580.126877
sub-0018	3331.8	2796.4	6772.6	2526.0	1328.2	7903.2	10964.4	7041.7	3465.6	11212.8	6725.6	4986.7	4395.1	6810.5	2010.8	4167.5	3260.4	1264.6	3009.8	2551.0	7983.2	4405.7	14478.7	12080.2	2114.1	12397.1	16611.7	13621.9	9522.9	10541.1	345.8	567.6	871.1	10070.0	2398.7	2965.6	5502.8	2684.6	1168.3	7041.2	14188.4	5187.0	3459.4	10575.9	7006.2	5951.9	3174.3	6989.2	1944.5	6099.3	2963.3	1581.9	3737.9	3047.0	8060.3	4841.6	13859.0	10214.0	2196.0	14574.4	15981.1	13256.0	8980.1	9576.3	449.1	727.8	605.1	9983.5	38930.7	36529.5	252045.205987	250167.127854	502212.333841	1582306.0	1420234.794428
sub-0019	2960.2	2358.6	6355.7	2073.4	848.3	5738.4	7843.5	4919.3	2829.8	8789.3	5741.6	4737.3	2959.5	4372.2	1549.4	3677.2	3939.0	937.4	2979.2	3053.6	6351.4	4142.9	11242.0	7921.5	2555.0	10223.1	15621.7	10841.4	6851.2	6865.7	220.7	629.2	661.9	8834.6	2576.8	2480.8	6451.1	2316.6	690.6	6015.6	9867.9	4927.2	2771.2	8536.8	6204.9	4927.7	3371.5	5090.0	1543.7	4576.9	3181.8	1124.0	2716.2	2932.2	6081.3	4043.0	11581.5	7344.6	1938.0	10646.6	15703.9	9715.6	5280.5	6326.6	399.4	517.8	628.3	8414.0	27639.2	26823.7	201700.54368	200637.058746	402337.602426	1255168.0	962037.916402
sub-0020	2615.7	2850.5	7211.3	2378.4	894.9	7255.5	8508.6	5406.7	3740.6	8510.4	7043.8	5166.6	3823.5	5471.8	1705.0	4280.6	4027.1	1019.5	3504.1	2346.5	7399.1	5153.5	14197.8	10223.3	2933.8	12217.8	18641.2	16509.6	9910.6	8761.2	325.0	774.1	720.4	10315.3	2933.9	2693.3	6227.0	2484.9	901.7	7108.2	7772.5	5305.0	3438.2	8373.6	7598.6	4919.0	4021.2	6393.5	1779.6	6064.6	3241.1	1412.9	2766.0	2528.6	7931.1	4421.9	14312.3	10144.8	2013.8	13513.3	18014.3	13567.7	7519.0	9676.5	361.9	729.7	570.2	9314.6	30381.2	30274.8	237011.003067	233117.447164	470128.450231	1463618.0	1241908.211028
sub-0021	3969.8	2777.6	6522.1	2387.6	953.4	7322.4	12059.6	7269.6	4198.2	9990.7	6896.8	4281.3	3867.4	7505.8	1517.2	4786.6	3033.2	1136.8	2324.9	2471.9	7067.1	4280.9	12506.4	11628.7	3024.8	13284.1	19538.6	10377.9	8325.5	9146.6	258.3	727.3	686.4	9329.0	2616.5	2718.0	5626.8	2667.0	1023.5	5850.1	12954.3	6132.6	3854.3	10074.4	6457.6	5388.3	4429.4	6467.7	1384.7	4963.5	2559.4	1454.0	3105.1	2888.3	7468.5	5247.1	12273.1	11100.7	2216.8	14605.6	17690.9	10730.0	6335.6	8914.5	305.9	775.3	605.4	10701.1	29143.9	29117.9	237667.821647	232613.740609	470281.562255	1587629.0	1268981.067234
sub-0022	3056.0	2849.4	5394.6	2775.5	977.6	6489.8	8287.5	6001.3	3641.5	11025.8	6631.8	5438.1	3497.1	5295.8	1545.8	3333.0	3481.6	1194.2	3450.4	3355.9	6214.9	4780.3	12740.4	9084.2	2324.3	11858.1	17999.7	12636.2	7364.9	6715.4	240.8	745.4	672.2	8796.1	2123.3	2017.6	5048.7	2830.0	1190.9	5850.1	10565.5	6117.2	3252.0	11164.8	6030.5	6115.0	3776.5	6116.7	1520.9	4504.2	2898.8	1331.2	3534.4	3384.6	5815.2	4274.7	13433.1	8992.0	1622.0	11790.4	19503.5	12043.1	6375.6	6842.5	343.1	854.6	603.3	9732.7	36950.9	37560.8	229347.009196	231819.718227	461166.727423	1404495.0	1189521.862383
sub-0023	3686.0	2403.0	7951.6	3603.1	1076.6	7249.6	11592.3	7751.6	5201.6	12072.8	7568.7	6097.9	4966.0	7135.6	2046.7	4684.5	4441.6	1293.5	3484.6	3246.4	9481.9	5712.4	16058.1	12716.6	3016.8	14824.7	25227.6	16541.8	10035.5	13090.2	409.6	930.5	737.3	10841.7	3676.7	3158.8	7073.9	3808.3	1014.5	6991.5	15997.7	7081.5	4043.7	13478.1	8300.2	6716.9	5024.0	8260.5	2170.4	5786.2	3835.1	1564.0	3962.6	3807.1	8455.8	5897.8	16508.4	12200.0	2123.4	16052.2	24202.6	14360.5	8439.5	11285.8	291.2	726.7	675.4	11412.3	65509.1	63510.8	315011.859643	315605.90486	630617.764502	1775954.0	1678356.032306
sub-0024	3178.2	2635.4	7423.9	3042.1	1177.7	6682.6	9195.2	6533.6	3686.0	11031.2	6749.4	5661.6	3128.8	5539.6	1436.0	3742.4	3016.4	1190.5	3077.5	3298.4	7338.8	4157.5	13156.9	8157.5	3081.1	13383.4	18359.7	13219.6	7088.3	8389.3	389.4	814.3	857.0	9992.2	2697.4	3513.1	5938.0	2896.8	650.1	5989.9	10069.5	6396.9	3575.2	10400.0	6790.4	5818.9	4241.9	6390.3	1358.0	4084.3	3452.4	1448.9	3953.7	3962.4	6496.2	4253.8	12409.8	9122.7	1837.9	14156.5	17383.7	12412.0	6454.7	8458.1	443.1	849.8	654.8	9515.5	33525.3	32426.2	235129.503672	233016.665402	468146.169074	1489246.0	1298269.115385
sub-0025	1958.9	2413.1	6721.8	2583.4	1031.9	7128.1	9869.6	7965.3	3693.3	11010.5	7135.1	5686.1	4125.5	6486.6	1730.6	3858.6	3524.9	1178.2	2874.6	2753.1	8295.8	5021.6	12515.5	8788.4	3227.3	12652.7	18011.7	12641.4	7972.0	9167.5	313.1	743.3	768.9	9945.5	3431.4	2726.1	7464.3	2933.4	902.1	6303.5	12654.8	6069.7	3489.7	10834.8	7060.1	5176.7	4111.4	7284.2	1630.7	4458.9	3225.0	1439.2	2806.5	3212.5	8038.8	4629.7	14252.3	9401.9	1970.6	11961.5	17018.0	12062.9	7233.7	7693.1	368.3	675.3	612.0	9867.3	41376.1	40429.2	246503.715396	246901.001858	493404.717254	1512482.0	1394087.467248
sub-0026	1756.2	2748.8	5497.0	2199.8	1103.6	6144.7	7715.5	5231.4	3403.3	10200.7	6318.0	5124.6	2755.9	4606.3	1701.8	3836.6	2891.7	1169.5	2405.9	3676.3	6039.6	3852.7	11092.8	7529.9	2659.4	10195.0	15715.4	10132.1	7042.3	6805.1	244.5	630.8	561.4	8437.9	1949.5	2099.1	5055.7	2211.7	937.0	5395.3	8832.7	4644.5	3114.6	9203.8	6132.5	5785.6	3157.3	5564.6	1544.6	4228.8	2919.9	1181.2	2970.0	3700.1	6265.3	3199.7	10862.4	7195.1	1512.1	11597.6	15040.2	9817.5	5587.2	7346.7	352.9	593.9	369.9	8245.6	25242.3	23245.6	198074.082871	194658.986632	392733.069503	1253991.0	1027587.946123
sub-0027	2956.9	2602.4	6434.9	2304.3	720.8	5862.9	10042.9	6506.0	3751.9	9523.6	6853.4	5755.7	3902.5	5843.1	1432.7	3721.8	3944.9	1069.8	3274.3	3071.2	6671.0	4497.4	12288.1	9725.6	2470.8	12974.6	15686.0	13357.8	8288.0	9717.0	299.8	571.5	688.6	9677.7	2416.1	2504.5	6293.1	3176.6	570.4	5489.5	11180.0	5511.9	3334.7	10297.0	7475.9	5700.2	3856.5	5330.7	1632.3	4699.0	3097.4	1211.9	3487.2	3313.3	6528.4	4120.1	12441.9	9103.3	1782.2	12867.5	16625.3	12574.6	7023.3	7905.1	407.4	628.9	536.9	9215.3	30227.6	29824.8	226789.694853	223778.70626	450568.401113	1459257.0	1476204.172769
sub-0028	4193.3	3252.7	6959.9	2878.4	1045.2	7276.8	11833.1	8000.0	3509.1	9574.2	7263.9	4253.5	4330.1	7030.9	1790.8	4208.8	3868.5	1048.8	3513.3	2489.3	7262.9	5345.1	12545.1	10163.9	2531.5	13393.1	21336.0	10658.6	9332.8	9843.0	340.1	954.2	902.3	10224.6	2805.1	3229.6	7098.1	2334.7	1112.6	8310.3	13585.9	6060.2	2450.6	9235.9	7894.4	4191.5	4203.2	7358.1	2010.6	5096.2	3425.3	1454.0	3441.1	1901.4	6419.4	4613.2	13296.2	11847.4	2257.4	13316.3	19969.8	12325.7	9349.4	9766.9	561.4	803.1	555.5	11023.7	30130.6	29762.2	243666.393992	244402.829827	488069.223819	1560463.0	1366729.649065
sub-0029	3008.5	2837.7	7572.1	3194.3	1044.0	6539.5	11662.2	6835.1	3836.2	10131.1	7502.6	5877.2	4489.6	6573.1	1630.8	4198.2	3999.7	1349.5	3784.2	2945.6	9703.7	5490.6	16318.0	13972.7	2761.8	15858.8	21014.9	13202.3	9675.7	11133.9	367.5	812.4	1031.8	11239.3	2933.5	3152.4	6510.3	3339.7	725.8	7250.9	14024.7	6754.0	2985.0	9457.3	7917.0	5922.1	4889.0	6808.8	1797.2	6266.8	4617.7	1385.9	4265.4	3103.1	8307.4	5026.1	15016.8	12661.8	2200.9	17561.8	21097.4	13315.5	8485.2	10760.2	398.5	727.6	833.0	9360.6	37662.8	35559.8	270231.142539	267163.496733	537394.639272	1680198.0	1581114.586967
sub-0030	1981.1	3383.6	6424.9	3130.7	825.6	7394.8	8875.4	7080.6	4020.1	11728.3	7783.1	6410.7	3297.1	5918.4	1565.1	4061.1	4325.2	1161.3	3440.6	3866.1	8887.0	4854.0	13539.7	9659.7	2967.9	12532.8	19092.9	13896.7	9721.6	10797.3	284.4	847.9	866.9	10147.0	2176.3	3008.0	5514.7	3948.5	660.3	6809.6	12210.2	6255.8	3641.6	10787.6	8117.7	7023.8	4415.9	7232.3	1528.9	5297.7	3361.6	1284.7	3993.2	4172.4	7896.8	4949.8	13416.6	10181.8	2293.8	14008.9	19045.5	12928.7	8085.5	9923.4	388.6	822.8	592.0	10831.8	31643.5	32414.2	249029.421347	249079.080666	498108.502013	1579288.0	1492150.190437
sub-0031	2193.8	3116.3	6018.1	2911.4	1263.8	7003.2	12733.5	7506.4	3783.9	9953.9	7250.9	6421.8	3003.2	6137.4	1849.5	4596.4	3743.5	1244.8	3726.1	4256.7	7050.4	4971.4	13532.7	10288.9	3068.2	15260.7	21866.0	13465.1	9109.4	9215.9	364.9	556.8	756.5	10323.5	2793.4	3232.4	5879.0	2754.8	1159.8	6569.7	12134.6	7125.9	3082.9	11386.0	7176.0	6827.5	4121.7	7169.8	1736.8	6040.3	3028.4	1380.6	3805.2	4335.4	7545.6	4808.9	15537.3	10752.7	2069.4	14398.5	20288.7	12884.7	6989.4	9139.9	364.3	905.1	562.7	10809.8	29941.3	30537.9	249452.570295	250026.089792	499478.660087	1695453.0	1450269.997242
