rh.aparc.a2009s.area	rh_G&S_frontomargin_area	rh_G&S_occipital_inf_area	rh_G&S_paracentral_area	rh_G&S_subcentral_area	rh_G&S_transv_frontopol_area	rh_G&S_cingul-Ant_area	rh_G&S_cingul-Mid-Ant_area	rh_G&S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg&S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet&P_trans_area	rh_S_oc_middle&Lunatus_area	rh_S_oc_sup&transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med&Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0176	674.0	843.0	849.0	1130.0	907.0	2190.0	1191.0	1008.0	290.0	208.0	1321.0	1112.0	331.0	716.0	2688.0	4119.0	438.0	385.0	1708.0	1034.0	1530.0	1775.0	753.0	1742.0	2031.0	1753.0	1769.0	1303.0	1520.0	1722.0	546.0	177.0	216.0	1274.0	729.0	544.0	1822.0	2317.0	307.0	165.0	991.0	2231.0	1388.0	1296.0	1789.0	713.0	326.0	770.0	1083.0	758.0	242.0	1581.0	1628.0	1720.0	308.0	2195.0	711.0	704.0	602.0	743.0	1526.0	392.0	456.0	957.0	1799.0	885.0	1728.0	1357.0	948.0	94.0	1150.0	1127.0	4753.0	219.0	86309.2	1161984.0	1515596.878423
sub-0177	713.0	1118.0	927.0	1185.0	1164.0	2463.0	898.0	1005.0	348.0	322.0	1644.0	1034.0	305.0	615.0	3157.0	4518.0	641.0	433.0	2038.0	1201.0	1444.0	2028.0	841.0	1901.0	1964.0	1930.0	1628.0	1745.0	1796.0	1921.0	590.0	173.0	307.0	1550.0	597.0	772.0	2208.0	2142.0	228.0	133.0	1105.0	2714.0	1380.0	1879.0	2131.0	821.0	548.0	956.0	1026.0	676.0	350.0	1835.0	1918.0	1602.0	214.0	2481.0	905.0	893.0	710.0	905.0	1394.0	451.0	508.0	899.0	1864.0	1106.0	2232.0	1484.0	1023.0	271.0	1023.0	958.0	4841.0	203.0	94930.6	1336472.0	1462053.042068
sub-0178	800.0	838.0	926.0	945.0	789.0	1967.0	918.0	960.0	398.0	194.0	1375.0	989.0	314.0	849.0	2708.0	4351.0	471.0	450.0	1722.0	1013.0	1373.0	1453.0	947.0	2058.0	1964.0	1973.0	1742.0	1328.0	1413.0	1796.0	557.0	234.0	271.0	1345.0	609.0	619.0	1922.0	1791.0	353.0	291.0	977.0	2008.0	1419.0	1256.0	1770.0	1131.0	470.0	879.0	1118.0	737.0	176.0	1325.0	1479.0	1718.0	377.0	2548.0	755.0	911.0	540.0	967.0	1295.0	325.0	521.0	997.0	1661.0	1147.0	2089.0	1149.0	810.0	189.0	1029.0	1119.0	4410.0	235.0	86550.9	1232195.0	1382342.680047
sub-0179	595.0	702.0	866.0	923.0	702.0	1899.0	900.0	1006.0	295.0	187.0	1545.0	949.0	228.0	532.0	2138.0	4426.0	319.0	475.0	1540.0	1043.0	1059.0	2138.0	833.0	1705.0	1485.0	1492.0	1515.0	1281.0	1749.0	1503.0	515.0	172.0	267.0	1169.0	505.0	450.0	1411.0	1944.0	283.0	174.0	849.0	1966.0	992.0	1565.0	1975.0	904.0	370.0	672.0	853.0	647.0	304.0	1102.0	1292.0	1809.0	120.0	1919.0	583.0	926.0	583.0	693.0	1036.0	299.0	478.0	889.0	1780.0	794.0	1616.0	1133.0	1067.0	122.0	682.0	741.0	3471.0	220.0	77369.8	1018270.0	1122713.412136
sub-0180	622.0	1227.0	773.0	869.0	609.0	1868.0	777.0	899.0	377.0	212.0	1333.0	995.0	394.0	433.0	2766.0	4106.0	306.0	414.0	2060.0	1149.0	957.0	1923.0	1114.0	1959.0	1699.0	1743.0	1686.0	1489.0	1332.0	1743.0	533.0	119.0	205.0	1142.0	552.0	534.0	1881.0	2349.0	182.0	168.0	894.0	2391.0	1216.0	1466.0	1881.0	704.0	424.0	707.0	839.0	786.0	352.0	1217.0	1270.0	1728.0	359.0	2492.0	710.0	1027.0	766.0	692.0	1351.0	385.0	459.0	983.0	1712.0	812.0	1976.0	989.0	744.0	311.0	977.0	1247.0	4007.0	210.0	83584.6	1182803.0	1344093.40582
sub-0181	645.0	777.0	1060.0	982.0	773.0	2053.0	889.0	1009.0	348.0	214.0	1457.0	779.0	323.0	712.0	2301.0	4768.0	539.0	406.0	1863.0	873.0	1440.0	1978.0	656.0	1949.0	1809.0	1941.0	1408.0	1279.0	1621.0	1515.0	476.0	384.0	225.0	1302.0	616.0	603.0	1715.0	2093.0	285.0	188.0	934.0	2168.0	1125.0	1550.0	1926.0	946.0	359.0	817.0	989.0	502.0	322.0	1108.0	1440.0	1637.0	234.0	2250.0	596.0	1002.0	610.0	993.0	1648.0	273.0	533.0	860.0	1462.0	903.0	1832.0	1019.0	747.0	269.0	650.0	905.0	4502.0	216.0	83575.1	1114971.0	1208157.976809
sub-0182	868.0	1126.0	914.0	1079.0	908.0	2188.0	1061.0	1211.0	374.0	224.0	1627.0	906.0	323.0	654.0	3491.0	5291.0	461.0	752.0	1875.0	1079.0	1494.0	2230.0	811.0	2251.0	1806.0	1820.0	1633.0	1232.0	1768.0	1806.0	618.0	427.0	321.0	1428.0	618.0	537.0	1798.0	2346.0	300.0	258.0	952.0	2363.0	1314.0	1597.0	2059.0	985.0	425.0	914.0	1078.0	614.0	320.0	1468.0	2204.0	2268.0	297.0	2618.0	823.0	921.0	732.0	1002.0	1330.0	405.0	589.0	1125.0	1493.0	1118.0	1468.0	1318.0	1161.0	104.0	866.0	932.0	4279.0	275.0	93332.5	1218886.0	1707703.489784
sub-0183	545.0	1090.0	979.0	1238.0	818.0	2109.0	1089.0	1115.0	394.0	219.0	1755.0	873.0	311.0	790.0	2824.0	5045.0	489.0	434.0	1291.0	1268.0	1166.0	1877.0	887.0	1760.0	1909.0	2082.0	1850.0	1578.0	1886.0	1736.0	642.0	372.0	304.0	1547.0	466.0	658.0	1599.0	2054.0	333.0	200.0	1055.0	2323.0	1148.0	1875.0	2023.0	941.0	456.0	789.0	1182.0	872.0	376.0	1712.0	1476.0	2111.0	218.0	2345.0	451.0	871.0	542.0	765.0	1380.0	369.0	402.0	884.0	1919.0	865.0	1977.0	1521.0	1010.0	124.0	650.0	672.0	3750.0	317.0	88955.2	1222139.0	1389022.790286
sub-0184	670.0	995.0	1123.0	911.0	773.0	1840.0	882.0	1032.0	461.0	147.0	1281.0	826.0	314.0	481.0	2705.0	5429.0	417.0	430.0	1613.0	883.0	1533.0	1342.0	894.0	1992.0	2077.0	1778.0	1823.0	1374.0	1960.0	1904.0	648.0	452.0	216.0	1162.0	657.0	469.0	1839.0	1917.0	384.0	215.0	882.0	1965.0	1155.0	1219.0	2227.0	1005.0	408.0	661.0	972.0	850.0	394.0	909.0	1196.0	1731.0	287.0	2751.0	551.0	870.0	618.0	827.0	1341.0	256.0	594.0	1046.0	1514.0	953.0	1717.0	814.0	1048.0	70.0	767.0	840.0	4453.0	193.0	84934.6	1119673.0	1421105.874308
sub-0185	538.0	968.0	881.0	948.0	636.0	2054.0	774.0	921.0	384.0	161.0	1568.0	790.0	255.0	502.0	2398.0	4102.0	439.0	386.0	1779.0	995.0	1202.0	2020.0	652.0	1789.0	1876.0	1500.0	1856.0	1177.0	1706.0	1749.0	542.0	375.0	317.0	1171.0	604.0	560.0	1536.0	2090.0	212.0	201.0	957.0	2291.0	1280.0	1721.0	1843.0	901.0	406.0	695.0	851.0	679.0	366.0	1308.0	1089.0	1728.0	247.0	2623.0	740.0	1078.0	798.0	641.0	1148.0	245.0	566.0	896.0	1584.0	687.0	1597.0	1161.0	1054.0	208.0	703.0	1004.0	3757.0	201.0	81669.9	1031360.0	1164638.993604
sub-0186	710.0	954.0	777.0	968.0	894.0	1818.0	839.0	921.0	312.0	192.0	1487.0	931.0	256.0	667.0	2957.0	3842.0	346.0	385.0	1505.0	1020.0	1189.0	1860.0	1067.0	1846.0	1780.0	1575.0	1570.0	1373.0	1506.0	1643.0	621.0	154.0	272.0	1218.0	435.0	607.0	1931.0	2415.0	176.0	191.0	942.0	2202.0	1290.0	1182.0	1987.0	646.0	286.0	743.0	878.0	697.0	264.0	1603.0	1908.0	1796.0	176.0	2034.0	534.0	968.0	513.0	886.0	1263.0	259.0	543.0	1042.0	1642.0	913.0	1584.0	1064.0	840.0	242.0	713.0	1002.0	3953.0	193.0	81997.1	1131354.0	1182270.431873
sub-0187	511.0	711.0	860.0	996.0	796.0	1709.0	870.0	955.0	284.0	179.0	1335.0	894.0	203.0	908.0	3219.0	4389.0	333.0	438.0	1379.0	900.0	973.0	1662.0	776.0	1746.0	1544.0	1753.0	1518.0	1240.0	1679.0	1697.0	495.0	223.0	266.0	1026.0	466.0	486.0	1562.0	1608.0	244.0	223.0	931.0	2049.0	1117.0	1460.0	1996.0	898.0	381.0	704.0	871.0	850.0	391.0	1312.0	1501.0	1759.0	396.0	1868.0	680.0	831.0	451.0	648.0	1032.0	304.0	358.0	947.0	1251.0	688.0	1618.0	1393.0	936.0	135.0	639.0	853.0	3177.0	257.0	77740.5	978911.0	1000616.99038
sub-0188	632.0	673.0	1012.0	1119.0	887.0	2001.0	881.0	855.0	406.0	184.0	1433.0	1320.0	300.0	868.0	3162.0	4652.0	430.0	415.0	1523.0	1237.0	1075.0	1695.0	999.0	1790.0	2135.0	1782.0	1597.0	1501.0	1540.0	1501.0	598.0	298.0	252.0	1302.0	524.0	580.0	1823.0	2299.0	349.0	241.0	1053.0	2136.0	1319.0	1429.0	1993.0	846.0	491.0	813.0	930.0	898.0	284.0	1840.0	1599.0	1563.0	249.0	2575.0	417.0	1131.0	503.0	797.0	1271.0	246.0	562.0	803.0	1197.0	821.0	2178.0	1144.0	932.0	26.0	798.0	1107.0	4265.0	273.0	86356.5	1171115.0	1671464.758941
sub-0189	752.0	821.0	1045.0	1013.0	720.0	2133.0	849.0	984.0	433.0	202.0	1495.0	1061.0	309.0	735.0	2537.0	4803.0	452.0	426.0	1366.0	1253.0	1505.0	2097.0	878.0	1993.0	2140.0	2369.0	1789.0	1346.0	1591.0	1756.0	645.0	147.0	244.0	1311.0	801.0	635.0	1725.0	1968.0	277.0	239.0	989.0	2522.0	1471.0	1608.0	1769.0	948.0	442.0	848.0	980.0	788.0	228.0	1514.0	1399.0	1873.0	277.0	2607.0	651.0	1080.0	553.0	955.0	1486.0	394.0	488.0	1048.0	1508.0	708.0	2022.0	1299.0	1006.0	237.0	1074.0	1007.0	3730.0	245.0	88602.7	1193360.0	1408474.652249
sub-0190	574.0	639.0	965.0	971.0	704.0	1905.0	930.0	941.0	312.0	209.0	1324.0	959.0	242.0	550.0	2773.0	4872.0	386.0	398.0	1380.0	999.0	1157.0	1857.0	884.0	1762.0	1960.0	1911.0	1188.0	1329.0	1453.0	1446.0	549.0	117.0	298.0	1273.0	721.0	873.0	1827.0	1640.0	235.0	45.0	983.0	2041.0	1228.0	1284.0	1977.0	985.0	279.0	837.0	844.0	604.0	241.0	1258.0	1697.0	1759.0	145.0	1636.0	454.0	1086.0	471.0	779.0	1266.0	258.0	554.0	836.0	1533.0	768.0	1478.0	1106.0	850.0	142.0	739.0	911.0	3956.0	180.0	79727.3	1070956.0	1109211.719412
sub-0191	629.0	743.0	881.0	759.0	786.0	1931.0	919.0	1075.0	357.0	183.0	1356.0	1032.0	210.0	1069.0	2888.0	3659.0	420.0	355.0	1783.0	737.0	1437.0	1947.0	695.0	1560.0	2335.0	1634.0	1696.0	1231.0	1676.0	1637.0	565.0	112.0	246.0	1087.0	389.0	574.0	1443.0	1982.0	224.0	295.0	910.0	2227.0	1086.0	1447.0	1970.0	886.0	333.0	669.0	951.0	594.0	305.0	1590.0	1108.0	1889.0	388.0	2297.0	872.0	776.0	510.0	773.0	1492.0	302.0	487.0	732.0	1320.0	849.0	1592.0	1120.0	891.0	218.0	766.0	1050.0	3762.0	69.0	80767.1	1089870.0	1177626.199735
sub-0192	556.0	784.0	913.0	882.0	706.0	2030.0	923.0	947.0	378.0	180.0	1351.0	993.0	276.0	731.0	2491.0	4202.0	379.0	390.0	1458.0	1150.0	1439.0	1720.0	716.0	1618.0	1551.0	2007.0	1340.0	1199.0	1641.0	1344.0	583.0	120.0	314.0	1464.0	491.0	730.0	1550.0	1892.0	303.0	157.0	989.0	1901.0	1217.0	1158.0	1765.0	901.0	379.0	786.0	895.0	671.0	399.0	1353.0	1194.0	1587.0	379.0	1961.0	529.0	821.0	621.0	728.0	1463.0	300.0	498.0	828.0	1558.0	942.0	1668.0	1057.0	953.0	145.0	621.0	662.0	4215.0	283.0	79325.8	1091124.0	1124688.764518
sub-0193	721.0	805.0	929.0	1120.0	705.0	2182.0	945.0	1034.0	427.0	193.0	1591.0	996.0	275.0	803.0	2456.0	4460.0	415.0	435.0	1648.0	919.0	1382.0	2070.0	1033.0	1688.0	1838.0	1893.0	1896.0	1375.0	1738.0	1944.0	608.0	333.0	314.0	1315.0	609.0	706.0	1811.0	2266.0	277.0	240.0	1057.0	2499.0	1182.0	1801.0	1995.0	1024.0	348.0	724.0	1200.0	843.0	353.0	1591.0	1428.0	1798.0	396.0	2515.0	680.0	973.0	475.0	727.0	1251.0	319.0	612.0	958.0	1416.0	1085.0	1868.0	1392.0	990.0	112.0	952.0	819.0	3852.0	151.0	87778.3	1200612.0	1497110.433836
sub-0194	621.0	739.0	830.0	963.0	650.0	1870.0	858.0	949.0	280.0	181.0	1240.0	856.0	217.0	388.0	2585.0	3680.0	388.0	361.0	1338.0	890.0	947.0	1516.0	605.0	1635.0	1824.0	1544.0	1189.0	1304.0	1501.0	1760.0	521.0	262.0	206.0	1127.0	535.0	501.0	1646.0	2075.0	186.0	96.0	853.0	2159.0	1142.0	1326.0	1858.0	792.0	277.0	664.0	879.0	678.0	321.0	1299.0	1471.0	1830.0	330.0	2172.0	724.0	805.0	558.0	684.0	1132.0	184.0	488.0	1029.0	1497.0	634.0	1505.0	1129.0	987.0	219.0	779.0	1053.0	4136.0	216.0	76674.1	1023368.0	1084886.607425
sub-0195	674.0	997.0	819.0	922.0	756.0	2001.0	962.0	978.0	386.0	198.0	1363.0	1169.0	231.0	1196.0	3345.0	4726.0	398.0	447.0	1585.0	1188.0	1538.0	2209.0	1114.0	1854.0	1962.0	2160.0	1876.0	1308.0	1572.0	1905.0	578.0	351.0	246.0	1324.0	516.0	754.0	1798.0	2436.0	315.0	353.0	1011.0	2301.0	1093.0	1293.0	1886.0	727.0	424.0	770.0	1091.0	742.0	432.0	1808.0	1502.0	1707.0	324.0	2659.0	771.0	1032.0	501.0	905.0	1562.0	326.0	544.0	962.0	1522.0	913.0	1789.0	1142.0	863.0	188.0	1369.0	958.0	4565.0	262.0	90451.2	1241762.0	1538419.454402
sub-0196	683.0	902.0	959.0	966.0	992.0	1931.0	1065.0	1138.0	358.0	232.0	1678.0	775.0	230.0	826.0	3580.0	5270.0	423.0	586.0	1532.0	1091.0	891.0	2308.0	657.0	1783.0	2464.0	1852.0	2065.0	1365.0	2232.0	1709.0	595.0	376.0	226.0	1531.0	596.0	666.0	1529.0	2016.0	324.0	159.0	930.0	2588.0	1265.0	1907.0	2088.0	905.0	442.0	936.0	888.0	594.0	407.0	1673.0	1778.0	2185.0	258.0	2841.0	721.0	844.0	482.0	640.0	1398.0	218.0	428.0	1110.0	1724.0	952.0	1768.0	1035.0	1233.0	277.0	969.0	749.0	4573.0	266.0	91636.5	1228295.0	1668423.982499
sub-0197	600.0	833.0	952.0	952.0	685.0	1931.0	742.0	936.0	332.0	221.0	1228.0	810.0	222.0	534.0	2210.0	4628.0	324.0	352.0	1474.0	856.0	1277.0	1980.0	727.0	1703.0	1584.0	1904.0	1316.0	1095.0	1606.0	1511.0	521.0	95.0	198.0	1143.0	593.0	584.0	1691.0	2089.0	334.0	219.0	881.0	2148.0	1173.0	1581.0	1823.0	869.0	375.0	630.0	816.0	723.0	249.0	1215.0	1164.0	2048.0	131.0	1729.0	879.0	581.0	508.0	645.0	1243.0	366.0	421.0	842.0	1333.0	782.0	1353.0	1121.0	799.0	119.0	675.0	1077.0	3348.0	183.0	76827.1	1044056.0	1258306.734204
sub-0198	903.0	809.0	978.0	1070.0	1126.0	2648.0	1262.0	1209.0	528.0	237.0	1830.0	987.0	302.0	574.0	3641.0	5689.0	350.0	449.0	1742.0	1233.0	1688.0	1970.0	814.0	2188.0	2577.0	2273.0	1988.0	1763.0	1799.0	2115.0	624.0	384.0	248.0	1563.0	909.0	752.0	2223.0	2691.0	318.0	159.0	1040.0	2615.0	1747.0	1676.0	2241.0	975.0	436.0	759.0	989.0	1006.0	270.0	1941.0	1714.0	2456.0	254.0	2643.0	857.0	1144.0	598.0	934.0	1619.0	500.0	629.0	1075.0	1965.0	1038.0	2585.0	1374.0	1212.0	243.0	1232.0	963.0	5308.0	218.0	102869.0	1365519.0	1458897.139023
sub-0199	466.0	1129.0	877.0	886.0	610.0	1659.0	773.0	804.0	292.0	176.0	1330.0	900.0	284.0	671.0	2201.0	3904.0	385.0	585.0	1605.0	932.0	1418.0	1990.0	873.0	1749.0	1842.0	1670.0	1260.0	1242.0	1443.0	1435.0	566.0	158.0	188.0	1120.0	691.0	593.0	1370.0	2235.0	242.0	225.0	794.0	2201.0	1308.0	1503.0	1803.0	852.0	321.0	654.0	844.0	875.0	366.0	1336.0	1152.0	1518.0	457.0	1911.0	785.0	899.0	722.0	634.0	1176.0	285.0	514.0	771.0	1204.0	736.0	1531.0	1005.0	670.0	209.0	710.0	966.0	3968.0	142.0	77603.1	1103141.0	1194569.533889
sub-0200	728.0	778.0	948.0	1044.0	677.0	1922.0	900.0	1092.0	377.0	186.0	1777.0	918.0	297.0	630.0	2584.0	4560.0	328.0	369.0	1729.0	1302.0	1249.0	2142.0	816.0	1948.0	1750.0	1960.0	2173.0	1141.0	2067.0	1585.0	568.0	194.0	326.0	1252.0	585.0	711.0	1639.0	1940.0	245.0	145.0	1079.0	2532.0	1130.0	1788.0	1880.0	807.0	385.0	663.0	821.0	694.0	386.0	1463.0	1214.0	2139.0	374.0	2520.0	984.0	943.0	409.0	995.0	1143.0	350.0	557.0	925.0	1617.0	994.0	1743.0	972.0	1134.0	186.0	749.0	719.0	4099.0	107.0	86082.0	1129728.0	1339088.964463
sub-0201	666.0	1098.0	832.0	1051.0	932.0	2118.0	1041.0	904.0	410.0	238.0	1825.0	1089.0	314.0	719.0	3135.0	4828.0	537.0	410.0	1899.0	1256.0	1151.0	2143.0	704.0	1883.0	2030.0	1898.0	1957.0	1410.0	1744.0	1314.0	572.0	142.0	259.0	1268.0	632.0	624.0	2011.0	2073.0	282.0	266.0	908.0	2654.0	1300.0	2414.0	2098.0	689.0	462.0	816.0	985.0	753.0	458.0	1608.0	1597.0	2354.0	276.0	2076.0	836.0	871.0	476.0	644.0	1626.0	297.0	454.0	946.0	1345.0	1050.0	1838.0	1321.0	1120.0	169.0	579.0	1126.0	4056.0	260.0	90126.1	1251487.0	1453753.118797
sub-0202	629.0	890.0	867.0	851.0	646.0	1886.0	807.0	990.0	375.0	178.0	1597.0	821.0	289.0	687.0	2566.0	4187.0	491.0	376.0	1420.0	1061.0	1248.0	1909.0	858.0	1872.0	1885.0	1701.0	1546.0	1291.0	1536.0	1511.0	556.0	295.0	227.0	1250.0	445.0	491.0	1747.0	1875.0	243.0	156.0	860.0	2264.0	1189.0	1603.0	1828.0	884.0	386.0	736.0	998.0	796.0	325.0	1304.0	1256.0	1679.0	386.0	2750.0	501.0	1038.0	633.0	934.0	1292.0	310.0	431.0	955.0	1362.0	791.0	1860.0	976.0	785.0	186.0	777.0	918.0	4187.0	168.0	81605.8	1067239.0	1192080.919068
sub-0203	781.0	1057.0	956.0	887.0	825.0	2053.0	859.0	1125.0	408.0	217.0	1564.0	944.0	230.0	652.0	3144.0	5201.0	423.0	485.0	2497.0	1055.0	1591.0	1970.0	848.0	2084.0	1954.0	1392.0	1709.0	1195.0	2156.0	1759.0	592.0	450.0	264.0	1237.0	570.0	579.0	2099.0	2192.0	347.0	274.0	886.0	2728.0	1334.0	1747.0	2196.0	900.0	391.0	833.0	897.0	795.0	212.0	1672.0	1288.0	1933.0	271.0	2660.0	1117.0	1196.0	689.0	865.0	1295.0	283.0	522.0	1132.0	1512.0	1048.0	1338.0	1514.0	1268.0	147.0	924.0	1163.0	4723.0	217.0	92323.0	1238455.0	1667863.760176
sub-0204	567.0	763.0	793.0	775.0	664.0	1938.0	939.0	957.0	343.0	179.0	1349.0	852.0	288.0	807.0	1974.0	4325.0	324.0	469.0	1193.0	777.0	845.0	1666.0	731.0	1707.0	1629.0	1358.0	1393.0	1163.0	1578.0	1538.0	525.0	116.0	217.0	1207.0	474.0	491.0	1447.0	1670.0	255.0	228.0	799.0	2027.0	1076.0	1318.0	1853.0	788.0	358.0	731.0	815.0	856.0	248.0	1185.0	1480.0	1906.0	173.0	2099.0	599.0	767.0	504.0	680.0	1262.0	237.0	447.0	912.0	1277.0	879.0	1279.0	1041.0	1055.0	285.0	783.0	642.0	3959.0	112.0	74947.1	1033163.0	992735.380142
sub-0205	614.0	905.0	1000.0	1064.0	828.0	2112.0	1141.0	1289.0	454.0	193.0	1693.0	897.0	250.0	618.0	2868.0	5201.0	398.0	322.0	1692.0	1165.0	1484.0	1699.0	735.0	1942.0	1806.0	1603.0	1627.0	1604.0	1794.0	1593.0	559.0	311.0	332.0	1197.0	683.0	552.0	1580.0	2110.0	360.0	237.0	877.0	2317.0	1135.0	1558.0	2097.0	824.0	376.0	716.0	971.0	757.0	363.0	1285.0	1540.0	2151.0	183.0	1937.0	829.0	1068.0	403.0	798.0	1448.0	261.0	506.0	1022.0	1845.0	1140.0	1670.0	1313.0	955.0	217.0	814.0	920.0	4585.0	248.0	87639.8	1160996.0	1563914.777924
sub-0206	651.0	952.0	927.0	993.0	673.0	2356.0	942.0	929.0	466.0	231.0	1555.0	893.0	380.0	687.0	2987.0	4753.0	302.0	404.0	1571.0	1064.0	1205.0	2142.0	936.0	1771.0	1918.0	2178.0	1704.0	1295.0	1468.0	2118.0	547.0	380.0	281.0	1256.0	588.0	505.0	1644.0	2032.0	288.0	190.0	1020.0	2193.0	1404.0	1639.0	1833.0	791.0	330.0	735.0	840.0	747.0	377.0	1798.0	1373.0	1938.0	438.0	2729.0	502.0	1029.0	447.0	645.0	1261.0	336.0	537.0	1012.0	1526.0	751.0	1960.0	1093.0	798.0	277.0	907.0	884.0	4376.0	215.0	86899.7	1150456.0	1339237.223034
sub-0207	655.0	895.0	910.0	1107.0	999.0	2623.0	1163.0	1127.0	468.0	236.0	1469.0	967.0	269.0	634.0	3172.0	4747.0	450.0	510.0	1788.0	1127.0	1342.0	2539.0	802.0	2014.0	2149.0	1808.0	1854.0	1714.0	1645.0	1995.0	669.0	147.0	241.0	1336.0	601.0	587.0	1797.0	2162.0	284.0	198.0	910.0	2526.0	1433.0	2045.0	1987.0	967.0	389.0	794.0	1066.0	516.0	333.0	1393.0	1586.0	2119.0	308.0	2585.0	833.0	915.0	494.0	905.0	1496.0	402.0	465.0	1129.0	1430.0	1100.0	2586.0	1381.0	787.0	272.0	1087.0	1040.0	5061.0	214.0	93756.0	1259833.0	1649140.369493
sub-0208	712.0	716.0	780.0	992.0	912.0	1830.0	1028.0	911.0	277.0	188.0	1562.0	885.0	260.0	488.0	2718.0	4590.0	406.0	420.0	1521.0	1071.0	1153.0	1720.0	690.0	1893.0	1859.0	2087.0	1643.0	1482.0	1750.0	1582.0	653.0	104.0	292.0	1612.0	503.0	646.0	1282.0	1887.0	268.0	130.0	1038.0	1993.0	1406.0	1528.0	1938.0	806.0	392.0	693.0	896.0	474.0	273.0	1526.0	1615.0	1752.0	293.0	2051.0	530.0	1141.0	460.0	486.0	1297.0	296.0	520.0	877.0	1560.0	757.0	1606.0	1072.0	853.0	122.0	991.0	685.0	3775.0	204.0	81413.3	1075334.0	1060995.521317
sub-0209	799.0	1087.0	1045.0	1396.0	1094.0	2276.0	1043.0	1090.0	439.0	239.0	1802.0	1114.0	325.0	573.0	3160.0	5642.0	594.0	531.0	1945.0	1125.0	1483.0	2186.0	848.0	2320.0	2303.0	1860.0	1983.0	1499.0	2030.0	2477.0	687.0	576.0	254.0	1581.0	714.0	735.0	1757.0	2562.0	272.0	156.0	988.0	2372.0	1382.0	1679.0	2371.0	1085.0	641.0	893.0	1101.0	684.0	385.0	1341.0	1703.0	2405.0	304.0	2683.0	649.0	1158.0	771.0	994.0	1678.0	312.0	648.0	1100.0	2222.0	1133.0	1720.0	1454.0	1215.0	292.0	1073.0	985.0	5318.0	310.0	100652.0	1385722.0	1848661.061498
sub-0210	563.0	904.0	1074.0	851.0	688.0	1916.0	972.0	926.0	407.0	155.0	1454.0	811.0	293.0	759.0	2639.0	4194.0	355.0	416.0	1663.0	1132.0	1470.0	1780.0	755.0	1517.0	1751.0	1422.0	1472.0	1390.0	1633.0	1442.0	508.0	313.0	225.0	1062.0	437.0	467.0	1409.0	1550.0	260.0	183.0	866.0	2195.0	933.0	1360.0	2020.0	872.0	308.0	749.0	788.0	606.0	367.0	1259.0	1153.0	1623.0	266.0	1844.0	699.0	1012.0	470.0	684.0	1372.0	288.0	591.0	808.0	1603.0	827.0	1689.0	1103.0	1239.0	245.0	857.0	789.0	3132.0	165.0	78004.9	1040520.0	1342570.105113
sub-0211	519.0	857.0	835.0	710.0	844.0	1625.0	914.0	997.0	246.0	148.0	1523.0	974.0	300.0	691.0	2338.0	4605.0	455.0	426.0	1401.0	1188.0	1149.0	2077.0	876.0	1793.0	2113.0	1245.0	1619.0	1017.0	1577.0	1476.0	617.0	145.0	257.0	1208.0	462.0	511.0	1616.0	1876.0	342.0	175.0	838.0	2081.0	1132.0	1677.0	1760.0	694.0	382.0	707.0	874.0	680.0	320.0	1334.0	1195.0	1660.0	322.0	2359.0	577.0	1105.0	399.0	716.0	1362.0	302.0	552.0	806.0	1210.0	849.0	1513.0	1243.0	861.0	218.0	727.0	751.0	4199.0	227.0	79376.3	1064667.0	1395877.819049
