Measure:mean	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
sub-0072	97.4667	102.969	97.2664	94.8802	78.3047	90.6805	98.9474	89.8093	99.8664	97.0608	93.0272	88.4795	90.4481	90.1229	84.035	93.0473	96.4913	85.3073	94.8612	92.803	92.775	100.0182	94.1394	97.8308	98.9398	96.5536	94.331	97.348	91.5071	98.1371	86.1502	75.2533	96.4738	91.694	98.5596	102.6355	95.5453	93.4374	75.6012	89.8085	97.5988	87.3825	100.4319	94.3777	92.3477	89.2068	92.6358	88.8451	85.7789	94.5695	94.9504	86.6755	94.2846	90.265	91.966	99.8589	93.6265	96.7376	101.9227	96.3437	93.9522	96.454	90.1376	97.7859	82.9195	76.6625	96.3805	91.0854	100.573	100.8263
sub-0073	97.8521	105.4861	95.6224	91.7124	80.5282	91.5045	95.4385	89.0833	104.509	89.7011	94.6249	90.0658	91.0381	90.1074	88.5596	95.8287	95.1764	84.9627	94.3362	91.2514	90.1505	102.7954	95.5873	99.771	103.7272	94.5893	92.3818	97.4263	94.0909	96.5512	86.4475	75.3641	97.8515	93.6241	96.8115	106.3793	94.1379	93.0703	79.8657	89.2957	91.4682	83.6849	104.1026	89.8386	95.2237	89.8444	94.7662	84.2606	86.9872	94.9467	92.8583	85.326	92.5267	91.152	88.7132	102.8765	93.0143	99.4767	102.3531	93.376	92.1508	95.5424	88.9317	94.0278	89.247	74.4992	95.9626	91.1039	102.3675	101.6659
sub-0074	97.5746	101.9206	96.4048	96.7846	84.6527	91.8673	100.1917	92.373	100.4695	92.9324	92.9897	87.5104	89.3223	90.8627	90.3471	96.305	97.664	88.0973	96.7428	92.1477	96.0554	99.5462	97.4048	98.9441	98.7546	96.6019	96.1106	97.9573	96.8171	99.8996	88.2971	76.9667	95.337	94.0738	95.9666	101.6831	96.5172	93.835	81.88	89.3417	96.5846	89.3874	100.8481	89.892	92.8267	86.491	93.9071	87.2006	89.0555	96.4047	96.9885	90.1036	95.5902	88.7662	94.3362	100.609	95.9934	98.2285	99.1485	96.7259	95.5025	96.6036	92.9947	98.0274	89.5709	76.6408	97.8864	92.6758	101.0407	100.3624
sub-0075	93.8273	100.7864	96.4121	92.2193	79.7787	91.3829	98.1585	87.1409	102.1378	92.2256	93.9868	87.9991	92.9882	90.5785	84.4122	95.0535	96.4979	86.8583	95.7684	87.8788	90.7186	100.2952	94.8809	96.9363	101.5268	96.4097	93.014	96.9607	93.0811	97.1904	89.0964	75.505	96.3071	92.0323	98.2208	101.9729	95.5266	89.4029	79.5439	90.2387	95.364	85.5089	102.1601	89.6554	92.1942	87.4373	96.5777	87.1041	85.3877	94.5404	95.9361	86.3955	93.9027	85.5455	91.3977	99.8459	93.8963	96.4544	104.041	95.614	93.6072	94.6493	89.5521	96.0006	85.4605	76.2805	99.3992	91.899	101.892	102.1323
sub-0076	99.6484	102.9904	96.7101	93.6676	79.9911	91.122	98.9578	91.9004	99.9747	93.1181	94.3401	87.6619	91.7034	90.0289	86.898	92.167	96.2645	85.6785	94.7719	90.2524	92.35	99.5116	95.0269	98.8684	98.6601	97.061	94.2447	96.034	93.5561	97.9617	85.1544	75.9133	96.6161	92.9685	99.3491	100.4127	95.0608	91.7653	73.2708	89.6877	95.0151	88.5262	100.8068	90.0596	92.9484	84.4685	91.3271	87.2676	84.5791	93.4305	92.9815	83.9687	91.1455	87.5166	91.2649	98.562	93.4103	97.5162	101.2361	94.7336	93.2367	95.2182	88.3971	97.7126	85.9239	72.937	96.2	91.1576	101.2519	100.6732
sub-0077	98.6559	99.6222	97.3815	94.8536	70.136	88.5733	97.6683	89.0292	98.3461	93.6027	95.0789	85.6675	92.8694	88.0187	79.3519	95.0049	95.9205	85.1967	95.9923	92.4824	91.5337	98.6646	95.6534	98.3053	102.2504	95.7901	93.987	94.8158	92.1283	96.7381	84.9657	70.6917	92.5199	93.3349	98.4905	97.3263	95.8214	92.6987	72.0895	86.2876	94.6531	86.9557	98.8709	93.795	94.7671	86.3743	94.3901	85.4904	79.3193	93.911	92.2987	83.628	94.687	89.541	89.1708	98.7739	93.2834	96.8815	102.6331	93.111	93.4709	93.481	88.9023	95.9307	83.1021	68.4425	93.3468	90.5237	99.4809	99.5439
sub-0078	96.9602	101.7588	96.8409	91.5341	80.7556	90.5695	99.01	89.7955	99.9373	92.1847	94.4673	86.9823	91.7932	90.165	87.9081	94.7173	97.5034	88.7877	92.5715	86.3667	93.0719	100.0444	96.1187	97.3326	98.8851	96.423	94.5586	96.7369	96.1551	98.7258	89.7957	78.3656	99.553	93.5122	98.6675	102.6085	94.7297	91.6677	79.474	89.0516	95.9931	86.7121	100.3483	92.5926	95.3927	86.7285	94.8026	87.7866	85.7431	95.0944	96.9533	86.742	94.2406	85.389	91.6908	100.1785	94.3088	96.9683	101.7779	94.8421	94.158	95.4901	92.7447	96.9976	87.212	77.5	92.607	92.5063	101.332	101.1014
sub-0079	98.8072	102.5898	97.417	89.2145	77.0504	90.6696	99.5177	89.8475	100.3444	91.7182	93.3409	82.2543	91.771	90.154	83.164	94.5484	96.1178	89.6198	94.1773	81.0343	94.1273	98.6478	94.9734	97.8852	100.2115	95.4996	94.2494	97.9655	93.4222	97.6336	91.8252	73.4496	96.1628	92.4383	98.2727	98.0086	95.8298	89.3227	76.1334	87.6168	96.6152	87.8278	99.2612	88.9409	95.2432	81.9532	93.976	89.9279	82.2747	95.1819	97.5603	87.1086	94.293	81.7788	92.2216	96.6536	94.2857	98.41	103.5361	94.7341	94.0462	97.2017	92.0732	98.9194	89.9834	77.92	95.2781	91.123	99.9945	98.8922
sub-0080	96.5384	109.243	96.7859	93.2259	78.7166	92.6317	94.135	85.9991	107.3278	88.7469	95.0319	88.1285	97.0224	89.1014	88.0981	93.7386	93.6783	80.3089	92.1302	89.1649	85.6621	106.0463	91.6623	97.3207	105.513	95.0894	92.445	96.3313	92.2501	94.0128	86.6977	73.2573	96.9396	95.8392	99.8525	108.8491	94.2105	93.9302	75.7262	88.7665	91.5066	85.4812	107.731	87.4658	96.3209	89.8026	95.3871	87.2648	84.9212	94.9959	92.4681	81.2626	90.118	92.4401	85.4534	104.1946	91.2756	98.5849	109.4795	92.2682	91.7751	93.4515	88.4871	94.4379	81.2424	70.9251	97.4075	93.4563	104.5918	104.858
sub-0081	96.3882	99.1317	97.7377	90.6672	79.4513	89.802	99.1073	89.4151	101.2319	91.4747	93.6858	85.3375	91.9236	91.0081	85.9903	94.2159	97.0283	88.2597	96.8362	83.6426	93.3794	98.8828	95.0826	99.2372	97.6077	96.3723	93.5332	97.0867	92.1451	99.5637	88.4828	75.0027	91.9476	93.3173	96.9202	99.8896	94.9923	90.5033	78.5896	89.9373	95.9043	86.55	101.454	90.8264	95.1801	83.8845	93.9131	90.3583	85.4413	93.7398	96.3661	88.9422	93.4155	85.3943	91.8249	98.666	93.0676	95.8333	100.953	94.9702	93.5132	95.595	90.0143	97.6357	86.679	77.1683	91.0885	92.0756	98.5298	99.1216
sub-0082	95.5759	102.6155	96.2169	89.7096	79.2361	88.4572	96.2732	86.6364	103.627	89.0139	93.0982	86.2062	93.2311	87.906	83.1659	92.0917	93.6152	81.4163	94.0995	85.2659	89.4456	100.4867	92.3729	97.108	100.6763	93.2808	91.2995	94.0611	91.9187	96.3554	83.273	70.8606	93.7754	92.6581	100.3258	101.929	95.3785	90.0843	76.4957	88.7684	94.2355	87.6343	103.1893	88.3706	94.6988	87.2781	96.7185	88.0961	83.234	91.9626	96.6184	84.8974	92.8303	86.6842	88.6784	101.0219	91.3053	98.0611	100.4771	92.2571	91.4569	93.6404	89.9365	96.6594	90.8656	72.629	99.7245	93.0738	101.3663	102.1899
sub-0083	98.1145	102.1087	95.1585	94.8635	80.0353	89.6171	97.6649	89.288	101.5435	90.3995	94.9757	86.9652	94.7285	87.9227	84.4151	95.3416	96.0056	86.8429	97.1806	89.2896	92.0745	100.1798	94.6804	96.8082	99.9776	96.5636	93.0639	95.6794	94.6689	97.2225	89.4697	74.7234	95.1047	94.0861	96.8811	99.3415	95.3132	92.2159	77.8292	87.0305	93.7146	87.4434	102.2948	86.9851	95.2485	84.0786	97.2993	84.3466	82.5217	95.8527	95.4831	84.9214	95.5281	85.711	90.5829	99.8171	94.2703	96.7584	101.3737	95.7434	94.7847	94.5448	89.7566	96.4471	94.6732	76.2314	92.3524	91.3152	98.4766	98.5937
sub-0084	96.5644	105.4376	95.2002	93.8831	76.21	90.0123	98.0706	87.88	103.4225	90.5095	92.9455	88.633	94.5121	88.3011	87.0733	95.0927	95.7807	84.1087	92.4902	90.0278	92.0396	102.2786	94.8709	98.7656	101.874	96.209	94.2247	96.4561	94.5314	97.6751	87.1101	71.286	96.6444	94.2665	98.1944	102.2038	94.8904	93.3049	74.5998	89.4657	94.6172	83.1449	104.7844	89.9522	93.9167	91.8398	95.2362	85.5621	87.1601	95.2129	94.2067	83.1593	91.0694	91.1473	90.5587	101.43	93.3552	98.1801	98.8168	94.8277	93.5366	95.0674	88.9198	96.5761	92.526	72.6066	96.6566	93.4518	101.8978	102.4918
sub-0085	95.3495	100.9115	97.8381	95.5156	75.592	90.5402	95.485	91.1676	102.3756	92.3152	92.6016	87.8542	93.5167	91.0718	83.4657	95.0987	96.8647	86.7588	94.0146	91.6289	91.2099	100.8954	95.4244	98.4832	95.4158	95.443	94.3426	95.069	93.2625	96.9288	84.113	73.7551	92.8532	91.2069	96.2231	101.0345	96.2009	92.9128	72.1826	87.455	93.738	85.3017	101.6959	90.4496	94.0656	85.8113	94.1136	87.3209	83.8568	96.6919	95.6864	87.2915	95.6257	89.3382	90.6119	100.1236	96.1435	97.5748	99.6174	95.3504	93.5437	94.8923	87.7659	96.6851	81.841	75.7875	91.5075	89.803	100.7498	100.6801
sub-0086	98.6817	97.738	95.536	90.2811	72.5251	87.1234	98.1866	89.7783	99.1737	91.3399	94.2365	81.9617	92.2945	89.9473	81.6774	96.7368	97.2848	86.9652	95.4107	82.4845	95.1028	98.5636	97.1042	96.8569	93.0859	95.9497	93.2842	97.624	94.8517	99.5749	89.0274	77.3252	96.072	94.5791	96.0745	100.3886	94.2176	89.7178	75.8951	86.2773	96.2456	84.5358	100.0664	92.3436	94.9229	84.0814	94.0949	85.3307	81.5962	94.4915	94.1125	87.3404	95.0859	84.2281	91.6913	97.5894	94.0963	96.887	98.0355	94.9764	92.8083	97.4365	90.315	97.6092	89.4638	75.617	95.9511	91.8676	99.4373	99.5701
sub-0087	98.6166	99.9888	98.8428	91.4548	75.9155	90.9255	99.9605	91.1341	99.5375	91.3711	93.4147	87.7251	91.7229	92.7633	84.3317	97.1735	96.9956	85.7068	95.4294	88.8193	93.7896	101.0531	96.8221	98.5259	99.5117	97.0922	96.3051	97.1142	95.6784	100.2422	92.8102	70.5501	97.9422	92.6318	98.6491	101.1201	96.7053	92.1951	73.67	88.5802	98.3363	86.5569	99.0963	93.6446	94.5476	86.0814	93.4878	89.6324	83.9987	96.6281	96.2532	85.1579	94.1327	88.1251	93.2381	100.1855	94.8566	98.7567	102.9985	95.8572	96.02	96.6217	90.6314	100.4933	91.2736	71.8971	93.5068	91.7812	101.0212	100.481
sub-0088	95.1894	103.4477	97.1359	90.2082	76.2215	87.7624	99.3595	87.9411	98.2805	91.2968	93.7535	83.8794	91.9436	87.0032	83.8121	95.3269	95.2512	87.9255	94.763	84.9573	92.0086	99.2205	95.0776	97.3589	99.4862	96.326	95.4284	98.4318	92.5001	97.7131	90.4584	77.6396	90.5357	91.9762	97.7385	98.9651	95.7867	92.8899	74.4528	89.9889	97.5343	87.7793	99.1979	92.605	95.1988	84.1882	94.7462	89.2074	85.3037	94.7407	96.8918	88.8773	95.0163	84.8758	92.7245	97.6511	94.8278	96.7834	97.3154	94.9963	94.8124	97.0311	91.9626	99.2962	91.2489	77.9196	91.1951	90.0721	99.4263	99.1064
sub-0089	97.8173	104.5754	96.8315	91.3321	75.0845	90.4588	97.5081	89.8632	100.8115	94.8631	92.8857	86.7166	91.6272	87.7554	83.0742	95.8331	95.9958	82.2683	95.7343	88.9337	91.3493	101.4234	94.5872	97.3993	100.0527	94.8278	93.1338	97.1845	92.6356	97.7781	86.6096	74.6634	95.0825	92.5186	96.8576	100.5876	94.419	91.6343	75.0403	90.2073	94.2038	85.5071	101.4943	92.5434	94.8792	87.2151	92.8402	86.7227	83.489	95.8485	94.5995	85.021	92.8359	88.8028	89.661	99.5113	92.8915	97.7092	101.9969	93.5137	93.3583	95.455	88.3424	94.6069	89.9215	72.8412	94.1285	91.7573	100.7398	101.0639
sub-0090	96.2505	104.062	97.2736	93.3696	75.6348	89.6453	95.9009	86.7963	104.1541	88.9725	93.8972	88.6376	90.898	87.1899	83.9616	93.1314	94.8835	81.629	93.482	92.9238	88.8386	102.0084	93.1221	99.5787	102.8084	94.2552	94.111	93.9042	93.3248	94.8886	87.4262	72.5846	94.5142	96.584	96.3365	101.7399	94.2574	93.4129	72.5594	88.0394	92.3915	84.2223	105.9008	87.922	94.5485	87.6295	93.68	87.3856	82.7156	94.1222	97.9942	87.6716	94.4155	89.3596	88.9271	101.9577	93.2265	99.0597	104.4554	93.5639	93.0137	94.6504	90.9611	94.3618	89.7172	69.9623	94.5654	94.1179	103.0953	102.1484
sub-0091	98.5529	102.8237	96.6873	93.2402	84.6402	91.0582	96.7773	87.6961	100.2772	91.7352	95.1011	86.9225	92.8534	91.2578	88.5851	95.7291	97.5144	87.3125	98.7207	90.6279	92.9801	101.5888	95.8533	96.902	100.1382	96.4106	94.051	95.8503	94.0074	97.1425	87.0286	75.3428	98.7737	93.7937	98.2775	101.6457	94.4802	92.2186	79.9512	90.7492	93.8134	88.5989	100.6011	92.8876	96.651	87.6568	97.0713	88.1916	88.2094	95.8051	95.64	88.313	94.9438	88.6932	92.2165	99.7795	93.3088	96.9312	100.4838	94.6903	94.0955	94.0754	91.4715	97.3286	90.292	76.3241	94.1949	92.4244	101.5924	100.1205
sub-0092	93.1355	104.6193	96.4075	92.2832	72.2551	89.7619	97.4177	89.7307	102.0184	92.2521	92.8793	86.8299	91.0434	86.6922	84.332	92.3593	96.763	84.7367	93.4856	90.5705	90.3556	100.7243	93.7788	97.5944	102.753	95.5686	93.5626	96.649	91.9018	95.6759	89.1498	73.0014	95.6809	91.5517	93.7008	102.5107	95.3618	92.8986	69.4012	87.6602	96.1719	89.6738	103.2545	91.0289	92.5247	87.6934	93.8098	86.7643	82.516	95.5207	96.4158	85.7149	89.4153	91.0228	91.4296	101.5795	93.3545	98.8467	104.5838	92.7139	93.5097	95.4164	90.0356	97.1174	88.43	73.2886	94.4934	91.8977	101.5084	100.6445
sub-0093	96.6007	101.5426	97.6831	92.0971	80.3969	88.7289	96.166	88.921	99.129	90.8666	94.5362	83.7862	91.7846	90.3637	85.2915	95.3896	97.2097	89.991	95.9011	86.8488	91.995	100.2959	95.0615	95.5707	97.6145	96.8771	96.6331	96.719	95.3053	97.1765	89.7297	75.7582	94.0975	94.1404	95.4029	101.5927	95.8799	90.2019	77.5517	90.3902	94.6386	86.545	100.5194	90.5238	95.1934	85.8017	94.1359	87.0805	84.6669	95.7322	96.339	92.2139	94.9744	85.6981	90.4828	98.9454	93.202	95.8547	101.9825	95.5599	95.4821	95.4154	91.6126	95.5135	85.0299	76.8606	95.5505	93.3288	100.5909	101.547
sub-0094	96.4667	103.9531	98.5933	92.4842	76.7052	90.3816	99.3996	89.2152	100.1693	91.2518	96.4994	86.0616	96.0302	87.5925	81.9233	95.6555	98.432	86.6413	95.6782	85.4234	92.2487	100.64	95.9916	98.6708	100.0045	96.4888	94.5338	98.1927	92.5147	98.5282	86.5687	73.1501	95.2661	93.8548	99.461	100.7576	96.5434	91.9179	74.3923	88.6082	96.373	86.8848	99.8414	90.011	93.5996	85.2151	96.1093	87.6413	80.3415	95.9533	98.5161	91.185	95.6777	86.2916	91.9444	99.8027	95.2381	97.3031	102.0435	96.572	93.4222	96.4955	89.5652	98.2544	89.8376	68.7836	98.1165	93.0587	101.1651	100.8168
sub-0095	98.8153	103.6801	97.4248	93.6407	78.4544	90.3841	97.7629	88.9541	101.4668	90.3769	92.7729	87.3315	90.0543	91.6648	83.9804	94.1385	97.0364	82.355	95.7214	89.8417	91.4601	100.5741	94.5062	97.5767	101.2952	95.3393	93.5134	96.8995	94.1745	98.2437	87.4468	74.1139	97.2996	94.9972	97.6466	100.728	96.114	92.5961	74.973	89.3963	96.2878	83.736	101.6546	90.5443	93.778	86.7003	95.9695	85.1912	84.1494	94.9903	96.2081	86.3378	93.9342	87.2726	89.3416	98.8787	92.9141	96.9223	98.0766	94.631	93.3519	95.1111	88.3395	95.056	87.7704	73.9462	93.8992	92.408	102.0413	101.1594
sub-0096	99.1392	102.3416	96.6565	91.2948	82.1817	91.2227	99.1003	90.5196	100.3315	92.8913	94.2827	87.7756	94.0846	90.4809	86.2432	95.1365	95.7917	87.1413	95.9496	88.7624	93.7777	99.1765	95.5001	97.248	98.9471	97.2454	95.2086	98.6866	94.3119	98.4806	93.6131	78.5529	97.5992	92.6045	100.0828	100.5309	95.9515	93.9257	76.9321	89.7523	97.1281	86.033	100.4271	91.9345	95.5712	87.4454	92.0703	88.4161	85.0557	96.6696	95.9501	89.2507	96.3137	89.2758	92.2924	98.403	95.0227	96.6037	101.6796	96.3895	94.2498	98.0379	90.8588	98.9082	95.576	72.6385	97.6896	90.1348	100.769	100.4255
sub-0097	95.8164	102.0957	94.9176	91.8939	76.6594	89.8393	97.711	88.3652	98.934	89.7479	93.5408	84.9688	95.1191	89.2269	86.2822	93.144	93.9368	84.4789	92.3916	90.5355	92.385	99.5184	95.5342	97.7694	104.5625	95.5648	92.9275	96.3091	93.0477	97.2356	87.3319	72.3906	97.9442	93.9645	96.2064	102.9143	93.585	88.7695	76.0952	90.1903	93.3191	85.6431	99.6476	88.8602	94.5132	82.421	94.5274	88.6348	85.7719	95.4092	96.4169	85.1701	93.6039	84.7781	91.4025	99.2979	93.8582	96.8674	104.4074	95.9059	93.4948	95.8243	90.5116	95.5353	85.1117	76.7844	94.8788	91.1925	100.8764	101.0893
sub-0098	97.6229	105.9781	96.2756	91.6729	73.668	89.5204	96.3954	87.4994	105.452	86.4273	93.2776	87.8943	89.7548	86.4493	86.4715	95.95	96.1528	84.7592	93.7877	87.9229	90.4605	102.054	94.162	100.2212	104.5088	95.0596	93.5668	96.8362	90.8105	95.7511	82.743	69.1271	95.814	93.8051	97.9539	103.0256	94.2208	93.8281	73.5882	89.1898	93.7381	85.0841	105.5698	87.1433	95.243	87.9515	96.9762	85.2468	85.8681	95.3336	95.459	82.2953	90.4616	87.6347	89.1365	100.8144	93.1357	99.714	101.4118	94.3822	93.8693	94.3589	86.3665	94.3389	80.7533	71.9101	95.3623	90.8285	102.5166	102.3735
sub-0099	97.9137	102.9416	95.1702	92.1515	77.3171	89.1582	95.3259	87.8861	100.7469	90.4716	91.5226	84.2288	93.5911	89.1385	82.4717	93.455	95.9389	81.0741	93.8944	87.0515	88.7568	100.7441	93.0745	97.9134	100.6837	95.0082	94.0403	96.2338	94.1985	94.5286	87.983	71.8938	97.366	93.5571	97.7988	101.4258	92.7531	92.6805	75.7497	89.5448	93.0986	83.9047	100.3958	90.0537	90.1791	87.3824	93.2745	87.9323	84.8581	92.2859	92.9214	81.4125	88.9764	87.6971	86.9432	98.7704	91.2573	97.2	101.7216	91.3064	92.2241	92.958	88.6919	95.5156	82.5934	70.5784	93.9976	90.2487	101.0843	100.6906
sub-0100	98.4507	100.7948	96.2068	88.7638	75.3735	89.4093	97.6127	86.4834	100.5689	89.3912	93.5856	84.0264	92.6969	86.9564	85.0426	95.4339	93.6968	81.2097	94.4274	89.0025	91.2537	99.523	94.914	97.0072	101.0817	93.9054	92.5086	96.3904	90.0224	95.8471	87.9488	72.2737	96.8194	93.0688	97.0686	98.7757	96.2009	87.7686	75.6262	87.0003	94.508	85.5219	100.2437	87.7064	94.3036	84.5986	94.1909	84.367	83.1138	95.6409	95.7128	85.703	92.4773	87.7254	88.9502	99.7993	94.1795	95.7378	101.3045	94.2627	92.8524	95.0747	87.8006	95.2083	87.0142	72.7483	93.7926	91.9733	101.149	101.8477
sub-0101	95.2919	101.6408	96.5994	92.5233	76.1013	88.1504	97.8806	88.7527	100.0501	93.8105	93.4513	85.2645	90.6926	88.8524	80.7273	95.6014	94.9839	86.0482	93.9728	87.3957	91.5516	100.6043	94.5811	96.271	97.2286	95.7177	93.6715	95.8466	92.9668	98.3105	86.9855	73.5311	95.1966	93.9246	97.6973	101.5399	96.9998	91.9056	74.456	88.3954	95.1429	85.5746	100.0688	92.453	95.3793	85.1457	95.142	90.689	82.9328	94.6399	96.094	87.3293	94.9702	88.6996	92.0871	101.329	94.9572	95.9376	100.598	96.1318	94.0642	95.3889	91.0043	97.9012	89.2543	75.8045	93.13	92.4266	101.3909	101.5466
sub-0102	99.6876	103.404	97.7232	91.3476	78.8598	92.4857	97.0401	87.3706	102.7107	88.3881	95.0688	90.0743	90.7023	87.7895	88.355	95.7398	97.1188	86.6496	94.6125	89.3549	92.1903	101.4366	95.4013	98.8713	100.1016	97.5577	93.5022	97.0436	92.1965	96.518	91.6199	76.2893	98.9122	93.9623	96.9101	100.8726	96.0403	93.651	76.219	90.2556	94.7278	85.1807	102.4127	90.0277	94.7957	88.3658	96.3783	86.2585	87.6535	96.9042	95.417	86.8134	93.9069	91.1613	89.928	99.9637	93.3671	99.0569	105.4276	94.329	92.5929	96.7901	87.8467	95.1792	89.705	73.869	97.6968	91.4005	102.431	101.9006
sub-0103	95.3045	105.1825	96.6968	89.7577	77.3345	89.6768	99.2069	89.1606	100.9627	93.1521	94.6369	86.26	95.1171	87.8535	85.5555	95.3456	95.3709	86.2541	95.2768	88.4042	93.2334	101.4919	95.4082	97.9427	99.7153	95.8977	93.7941	96.9743	93.3256	98.0596	90.2241	75.9389	93.6029	94.3102	97.5104	102.8913	94.7461	88.9095	75.0713	89.5277	95.9924	86.9336	99.6753	92.1457	95.0036	85.2119	93.928	87.2499	85.4043	96.3059	94.6054	86.8465	94.6399	87.6397	91.3988	101.613	93.6581	95.925	103.1942	95.7604	93.2213	95.3775	91.4096	95.8734	90.0541	76.283	93.2801	92.5301	101.5769	100.8178
sub-0104	98.4318	100.9485	96.3089	94.1069	77.5239	90.8219	96.941	89.1606	102.9126	94.3487	95.0612	90.2334	93.7203	89.2173	87.6822	93.549	95.0481	83.6167	95.856	92.8076	91.1904	102.3408	94.1515	98.841	101.5255	95.8967	93.2536	96.6984	93.2592	96.2464	87.5519	74.8813	96.2821	95.1563	97.0456	102.2065	92.9065	94.0213	77.445	89.2919	95.0862	86.6281	102.6953	93.4161	94.8611	89.6474	96.4551	84.1284	87.21	95.1582	93.2044	85.5897	92.9795	90.9666	89.5175	101.0021	93.9392	98.8207	107.9669	94.4933	92.7003	94.543	87.6371	96.1327	86.1713	75.7845	92.6253	93.2367	103.9019	103.3533
sub-0105	98.1483	104.7866	96.9327	94.6432	72.3652	89.8431	98.2651	86.2266	101.4525	93.4061	93.9557	86.6732	92.257	90.4408	84.4841	94.7064	97.1164	87.6892	95.7563	93.4788	90.4439	99.7683	95.2444	98.1703	99.6778	95.9205	93.4158	97.43	94.5636	97.5418	84.8801	73.2935	97.0575	94.4092	97.106	103.4769	95.4188	91.1911	71.2153	88.1959	96.766	88.104	101.0426	92.4621	94.7202	85.3234	95.4937	89.6462	83.8319	95.6389	97.2361	88.2791	93.3987	84.8153	91.4308	98.9166	93.6302	98.0989	102.3738	93.6827	94.36	95.083	91.6919	96.1646	89.6917	73.4741	93.3107	91.9165	100.2178	101.2472
sub-0106	98.41	101.2022	97.5504	91.8986	76.0323	91.2697	97.3163	89.5225	99.7919	90.9168	94.6062	87.4107	94.2727	91.0705	86.9755	93.4947	98.3082	86.7628	96.5932	88.6124	94.8457	98.8667	96.3917	97.3021	102.2716	96.4666	95.0961	95.6147	95.8408	98.0504	91.0325	74.8429	96.8079	93.0345	97.8585	101.2651	95.6737	89.0559	81.9347	90.5064	96.413	89.0011	100.0602	90.4106	97.054	88.8903	98.2915	88.4867	85.5964	95.5047	96.4119	88.6389	95.2317	88.2281	93.5893	100.5831	95.0765	97.0951	101.9247	95.9072	95.3295	95.2718	93.5654	98.3082	90.1697	77.9211	95.4856	91.5728	101.1655	100.7958
sub-0107	97.1603	102.6309	96.8274	90.9837	75.9598	90.8305	99.3395	90.7907	99.652	92.5178	93.1482	85.619	90.7016	91.757	85.3673	95.6739	96.0566	87.4295	95.4758	87.0574	94.7861	99.8912	96.495	97.8038	98.4122	97.1341	95.1939	96.9973	96.2263	99.5532	91.1349	78.0632	97.0515	93.5632	97.5435	103.0841	94.8888	91.5412	75.7704	90.6287	97.1914	90.3304	99.1877	93.07	94.194	87.9819	94.7886	91.6817	85.4334	94.5856	96.7862	88.9264	94.3481	89.0944	92.4602	100.4042	94.2146	97.8194	99.8768	94.8888	95.0572	95.778	94.3918	97.371	90.2958	76.6749	91.9285	93.4141	99.8724	101.0605
sub-0108	98.6647	103.0915	97.7304	93.8024	76.279	89.4947	97.0558	88.8753	99.974	94.0028	92.0925	87.4735	90.8242	89.5993	81.8079	95.6001	96.2652	86.7059	98.5123	89.6657	91.7339	99.8343	95.6518	97.5254	99.8954	96.3546	94.2299	97.7982	91.8043	96.5411	84.3363	76.0205	96.6506	92.911	98.6254	102.2663	95.305	92.095	74.9396	87.7475	95.6993	88.7341	100.7356	91.7628	93.0641	88.2057	89.6282	87.9752	81.2372	96.7474	94.7595	89.0491	94.9039	87.8569	91.5058	99.5544	94.4964	96.787	100.0525	94.9217	94.051	96.1726	91.6058	97.7317	88.4788	79.667	96.3922	91.4658	101.2477	100.7729
