Measure:volume	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus-Proper	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus-Proper	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	BrainSegVol	BrainSegVolNotVent	BrainSegVolNotVentSurf	lhCortexVol	rhCortexVol	CortexVol	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	SubCortGrayVol	TotalGrayVol	SupraTentorialVol	SupraTentorialVolNotVent	SupraTentorialVolNotVentVox	MaskVol	BrainSegVol-to-eTIV	MaskVol-to-eTIV	lhSurfaceHoles	rhSurfaceHoles	SurfaceHoles	EstimatedTotalIntraCranialVol
sub-0011	5538.5	201.1	14396.7	50867.3	6114.0	2896.8	4410.5	1752.3	892.8	1702.9	19827.1	3601.5	1187.0	1097.5	611.6	3662.5	21.9	382.5	4502.0	526.6	13578.6	49891.3	5997.8	2994.0	4026.4	1781.8	3560.7	1112.7	521.9	3595.5	0.0	439.1	0.0	1118.0	0.0	0.0	0.0	0.0	0.0	170.1	1014.5	511.7	642.2	613.1	759.5	930847.0	916414.0	915841.708598	191824.649494	194178.99149	386003.640985	177819.579725	175193.487888	353013.067613	49612.0	536198.640985	800950.708598	790047.708598	789080.0	1210491.0	0.88626	1.15251	9.0	10.0	19.0	1050308.739903
sub-0012	7504.1	236.6	13908.7	51671.5	7038.2	3324.4	4801.3	1874.6	711.2	1609.8	20807.3	3761.6	1577.4	952.7	958.2	3935.0	17.7	355.4	6000.1	184.3	13103.5	52176.8	7233.7	3342.7	4945.8	1659.7	3772.7	1802.4	840.0	4027.9	10.8	407.6	0.0	1766.8	0.0	0.0	0.0	0.0	0.0	111.8	948.6	592.5	433.7	487.2	1026.8	1110530.0	1093680.0	1093241.819835	232288.256656	238352.657999	470640.914655	217491.545028	218592.360152	436083.90518	56773.0	631338.914655	979242.819835	965423.819835	963855.0	1410682.0	0.945548	1.201109	10.0	13.0	23.0	1174483.265912
sub-0013	4405.5	314.6	14588.9	60391.3	7838.9	3714.2	5418.1	2077.3	884.1	2013.5	23651.9	4207.3	1393.9	1016.8	778.0	4437.3	66.2	605.8	4600.5	267.4	15320.5	60324.8	7509.5	4063.6	5460.6	2093.7	4132.8	1549.8	721.3	4419.3	29.4	540.5	2.0	1500.7	0.0	0.0	0.0	0.0	0.0	133.2	1057.4	697.6	625.8	729.6	1109.1	1259545.0	1245924.0	1245617.643038	269966.176968	267215.709884	537181.886852	249691.589224	248161.166961	497852.756186	61569.0	719114.886852	1108537.643038	1098578.643038	1096879.0	1550951.0	0.799543	0.984524	5.0	5.0	10.0	1575330.67754
sub-0014	4991.7	158.8	14673.1	60734.3	6917.2	3906.0	5385.9	1744.9	794.5	1558.7	21843.4	4330.0	1612.0	904.5	838.4	4304.4	14.4	421.2	5309.8	80.0	13860.2	59077.2	6818.4	3966.7	5404.7	1808.8	4234.4	1637.8	737.9	4081.9	14.2	389.9	0.0	1051.2	0.0	0.0	0.0	0.0	0.0	171.8	864.7	626.7	481.6	505.2	771.3	1101546.0	1087763.0	1087508.914825	228900.156919	225739.939562	454640.096481	214355.717783	212150.100561	426505.818343	59294.0	633409.096481	952817.914825	942048.914825	940576.0	1385772.0	0.913343	1.149008	10.0	14.0	24.0	1206059.232953
sub-0015	5846.2	298.3	13427.9	52046.3	6940.4	3126.0	5280.3	1801.0	658.3	1231.8	18875.3	4201.0	1362.7	791.2	697.7	3723.2	25.6	404.3	5569.3	257.9	13692.9	50696.8	6664.2	3326.4	5273.2	1743.1	3815.9	1521.1	708.0	3778.8	30.0	445.2	0.0	1565.0	0.0	0.0	0.0	0.0	0.0	146.6	805.1	507.4	546.1	464.5	938.3	1172129.0	1157625.0	1156971.988038	244654.615079	248285.901668	492940.516746	239428.568006	239729.903285	479158.471291	55803.0	651582.516746	1042052.988038	1029940.988038	1028474.0	1469717.0	0.836931	1.049416	12.0	5.0	17.0	1400508.836146
sub-0016	4625.8	163.5	13159.6	59343.4	6134.6	3417.3	5053.3	1592.1	663.4	1040.4	19214.1	4132.4	1723.7	738.9	678.1	3616.1	32.3	326.4	5196.0	189.7	12893.0	57185.4	6345.1	3375.3	4997.1	1612.4	4105.3	1896.3	610.1	3484.1	21.2	311.9	0.0	988.2	0.0	0.0	0.0	0.0	0.0	185.5	941.7	649.6	537.5	572.6	801.5	1091048.0	1078694.0	1077814.005147	230318.313641	230828.930261	461147.243903	209816.950924	211647.810321	421464.761244	54510.0	631220.243903	949297.005147	939157.005147	937880.0	1363528.0	0.889222	1.111297	8.0	5.0	13.0	1226969.408346
sub-0017	7367.0	278.4	12393.4	49028.5	6260.0	3531.4	4670.7	1657.7	1036.3	1907.1	18448.1	3741.4	1247.2	962.0	712.6	3862.7	10.7	513.4	7415.1	708.9	11654.0	47981.1	6046.8	3600.8	4628.5	1558.0	3959.2	1391.2	736.8	3663.3	36.5	677.6	0.0	889.2	0.0	0.0	0.0	0.0	0.0	184.0	846.5	455.3	395.7	454.9	771.1	995282.0	975124.0	974463.509056	212666.696554	210559.254291	423225.950845	189659.015079	188623.543133	378282.558212	53030.0	573323.950845	872988.509056	856547.509056	855089.0	1277240.0	0.813418	1.043855	11.0	8.0	19.0	1223580.126877
sub-0018	9509.0	445.4	13793.0	56126.5	7643.2	4045.3	5665.7	2018.7	1142.2	1891.4	22615.4	4178.5	1612.7	1133.8	1014.4	4085.6	14.3	681.7	6211.8	360.0	13044.0	55273.6	7389.3	4159.8	5592.2	2022.1	4231.7	1649.1	767.7	3978.5	20.0	819.3	0.0	1280.7	0.0	0.0	0.0	0.0	0.0	229.2	945.0	577.7	590.0	593.3	970.6	1226527.0	1205241.0	1204668.352528	254713.957066	249896.061622	504610.018687	252045.205987	250167.127854	502212.333841	61677.0	676991.018687	1087035.352528	1069742.352528	1068905.0	1582306.0	0.863609	1.114116	2.0	14.0	16.0	1420234.794428
sub-0019	3112.8	202.8	12899.2	47366.0	6555.6	3498.3	4343.2	1561.8	637.3	1528.2	20681.0	3793.9	1278.0	678.5	693.8	3717.2	16.9	421.6	2769.4	285.9	12797.2	46819.2	6027.9	3324.2	4011.4	1595.9	3633.7	1201.2	637.5	3807.2	8.8	624.3	0.0	1178.4	0.0	0.0	0.0	0.0	0.0	152.1	775.4	476.4	704.8	566.9	762.0	980728.0	971395.0	970643.713015	199473.328693	199555.781896	399029.11059	201700.54368	200637.058746	402337.602426	51282.0	543869.11059	860772.713015	854054.713015	853303.0	1255168.0	1.019428	1.304697	4.0	6.0	10.0	962037.916402
sub-0020	7940.1	175.8	13030.9	47792.5	7580.3	4631.6	5357.6	2429.8	809.9	1247.5	20564.7	4161.2	1453.9	1007.8	884.1	3840.9	58.1	501.9	7463.7	386.5	12871.4	46630.4	7124.3	4673.6	5433.6	2181.2	4253.6	1481.4	723.6	3725.6	33.4	747.1	0.0	1330.7	0.0	0.0	0.0	0.0	0.0	169.5	968.2	707.2	707.8	522.9	1031.3	1160918.0	1141418.0	1140459.791097	247656.557831	241877.783035	489534.340867	237011.003067	233117.447164	470128.450231	61696.0	645577.340867	1039953.791097	1023276.791097	1022255.0	1463618.0	0.934786	1.178523	5.0	5.0	10.0	1241908.211028
sub-0021	12896.7	244.4	15091.5	63982.8	7301.4	3579.5	5961.2	1839.3	1076.0	2203.6	21865.4	3977.3	1742.3	1125.5	792.5	3833.6	188.9	434.3	7725.1	335.1	14847.5	61919.4	7462.2	3800.1	5943.5	1809.7	4216.5	2032.5	765.0	4118.6	44.4	585.8	0.0	1788.1	0.0	0.0	0.0	0.0	0.0	210.1	984.2	617.1	458.7	593.3	886.2	1236857.0	1211298.0	1210197.951703	264681.598261	259345.791187	524027.389448	237667.821647	232613.740609	470281.562255	61298.0	710497.389448	1080010.951703	1058588.951703	1056759.0	1587629.0	0.974685	1.251105	14.0	12.0	26.0	1268981.067234
sub-0022	3644.6	314.0	14077.5	56002.6	7396.2	3637.9	5252.7	1623.6	802.8	1839.5	22587.0	4391.8	1552.5	906.7	746.9	4257.7	55.0	405.2	3526.3	645.5	14050.7	57270.4	7307.9	3799.8	5181.2	1657.2	4682.7	1634.5	781.0	4201.6	37.6	567.0	0.0	1460.1	0.0	0.0	0.0	0.0	0.0	200.5	1001.1	651.7	665.9	523.4	1088.0	1127711.0	1116051.0	1115388.543165	226483.246494	228261.569247	454744.815742	229347.009196	231819.718227	461166.727423	59735.0	627102.815742	985575.543165	977193.543165	976209.0	1404495.0	0.948037	1.180722	5.0	6.0	11.0	1189521.862383
sub-0023	7368.3	605.7	15858.5	60874.0	8586.9	4144.7	5918.2	2408.2	782.9	1651.1	25890.2	5288.5	2088.5	832.6	915.3	5177.2	37.7	437.9	5484.9	438.0	16231.4	59521.3	8179.4	4268.6	5921.5	2368.7	5306.6	2375.9	891.9	5122.6	58.8	617.8	0.0	1493.9	0.0	0.0	0.0	0.0	0.0	151.2	1350.0	831.9	863.8	700.8	1421.2	1441031.0	1424017.0	1423338.12268	283518.880387	287762.47779	571281.358178	315011.859643	315605.90486	630617.764502	70837.0	761901.358178	1288591.12268	1274571.12268	1273349.0	1775954.0	0.858597	1.058151	4.0	4.0	8.0	1678356.032306
sub-0024	5366.9	254.8	13616.2	56475.0	7221.4	3952.2	5409.4	1678.6	889.0	1489.7	21198.5	3896.3	1461.1	1161.9	804.6	3788.3	44.6	477.7	4097.5	361.4	13039.5	55277.0	6892.1	3891.2	5363.4	1769.9	4051.5	1799.4	803.1	3967.6	13.7	345.2	0.0	949.4	0.0	0.0	0.0	0.0	0.0	165.9	1085.3	607.6	573.7	621.5	853.8	1180083.0	1166575.0	1165933.301929	250208.867447	252451.265408	502660.132855	235129.503672	233016.665402	468146.169074	58154.0	672052.132855	1040939.301929	1030732.301929	1029510.0	1489246.0	0.908966	1.147101	4.0	11.0	15.0	1298269.115385
sub-0025	5577.9	227.0	15217.3	57645.5	7501.2	4044.6	5559.6	1953.2	830.4	946.3	20316.0	4064.3	1591.2	885.8	789.4	3788.5	53.9	567.1	4334.1	295.2	14620.0	58070.7	6954.2	4102.1	5633.3	1940.7	4272.0	1695.0	722.3	3859.1	20.2	492.3	0.0	1173.3	0.0	0.0	0.0	0.0	0.0	182.2	1025.0	656.1	781.2	768.3	1064.0	1223525.0	1210527.0	1209811.095144	255640.625737	255511.752153	511152.37789	246503.715396	246901.001858	493404.717254	60224.0	687468.37789	1077760.095144	1067172.095144	1065412.0	1512482.0	0.877653	1.084926	2.0	10.0	12.0	1394087.467248
sub-0026	7109.5	425.6	11545.9	43527.0	6227.3	3505.4	4240.1	1651.9	910.0	1434.1	16483.0	3625.8	1396.8	765.5	551.7	3382.9	28.9	588.8	4545.4	517.5	11033.7	42498.8	6260.9	3252.8	4263.6	1470.6	3700.4	1407.1	590.6	3291.9	93.4	420.7	4.2	1359.6	0.0	0.0	0.0	0.0	0.0	119.2	789.5	535.7	471.8	490.1	708.5	983539.0	967664.0	967008.867607	208694.900841	207739.897262	416434.798103	198074.082871	194658.986632	392733.069503	50492.0	552452.798103	874284.867607	861320.867607	860333.0	1253991.0	0.957134	1.220325	8.0	10.0	18.0	1027587.946123
sub-0027	9727.3	271.4	12851.8	54850.3	6982.4	3336.1	4739.9	1639.7	884.6	2282.6	19235.8	3871.0	1195.2	1094.9	541.2	3483.0	31.0	504.1	9148.6	209.3	12955.9	54213.5	6706.8	3625.9	4717.6	1625.2	3816.8	1485.8	608.5	3433.4	19.8	443.7	0.0	1147.5	0.0	0.0	0.0	0.0	0.0	178.7	1154.5	547.0	516.3	491.1	1062.3	1131805.0	1108001.0	1107092.137411	236027.237172	233276.499125	469303.736298	226789.694853	223778.70626	450568.401113	53735.0	631840.736298	994823.137411	975068.137411	974406.0	1459257.0	0.766699	0.98852	2.0	5.0	7.0	1476204.172769
sub-0028	3817.0	263.0	13830.0	57456.5	7743.1	3586.2	5214.7	1912.0	842.3	1727.3	22710.5	4331.5	1637.5	1081.2	550.6	4290.4	61.2	277.9	3931.2	212.8	13574.2	57107.0	7679.6	3882.3	5434.3	1949.2	4601.8	1702.8	516.6	4223.5	40.3	395.8	0.0	1637.5	0.0	0.0	0.0	0.0	0.0	248.9	758.2	500.2	625.7	608.6	830.3	1198262.0	1186626.0	1185624.858555	249639.00352	246925.631216	496564.634735	243666.393992	244402.829827	488069.223819	61127.0	671742.634735	1055203.858555	1046985.858555	1046641.0	1560463.0	0.876737	1.14175	7.0	3.0	10.0	1366729.649065
sub-0029	9574.9	314.3	15144.0	62601.9	8238.9	4249.5	5941.6	2033.6	751.2	1942.3	23422.9	4645.1	1756.1	828.5	761.6	4138.0	59.4	517.4	9763.3	420.3	15117.7	61268.8	7731.9	4442.8	5998.1	2049.8	4483.2	2023.5	695.0	4013.0	64.8	704.1	0.0	1707.0	0.0	0.0	0.0	0.0	0.0	167.7	850.0	507.2	440.7	535.8	989.0	1324131.0	1300269.0	1299514.164291	272250.581011	273092.944007	545343.525019	270231.142539	267163.496733	537394.639272	64970.0	733426.525019	1169936.164291	1149281.164291	1148426.0	1680198.0	0.837467	1.062667	12.0	6.0	18.0	1581114.586967
sub-0030	4155.6	346.1	14200.9	60594.3	7947.4	4054.8	5065.9	1774.0	828.7	2020.2	21971.5	4401.8	1585.6	1151.4	753.4	4030.2	37.1	306.1	4858.4	518.0	14214.3	61695.3	7592.0	4184.0	5098.3	1762.4	4226.0	1527.2	612.3	4316.4	36.8	444.9	0.0	1325.4	0.0	0.0	0.0	0.0	0.0	164.2	776.7	406.3	631.7	583.5	836.5	1250592.0	1236943.0	1236385.60586	263435.564229	264677.539618	528113.103847	249029.421347	249079.080666	498108.502013	60737.0	710948.103847	1098630.60586	1088702.60586	1087430.0	1579288.0	0.838114	1.058397	7.0	7.0	14.0	1492150.190437
sub-0031	4396.8	488.9	15714.8	61560.1	7629.5	4275.8	5659.7	1979.8	983.8	1553.5	21699.1	4665.0	1872.4	1187.9	1044.0	4113.5	68.7	434.0	4574.6	699.8	14682.1	61543.7	6834.9	4513.1	5743.0	1919.8	4556.8	1773.5	864.3	4070.2	38.2	517.8	0.0	2433.6	0.0	0.0	0.0	0.0	0.0	214.2	586.9	356.7	523.7	399.4	758.8	1320376.0	1306451.0	1305602.000962	293162.553169	297840.787706	591003.340875	249452.570295	250026.089792	499478.660087	63310.0	776986.340875	1165961.000962	1155543.000962	1154550.0	1695453.0	0.910435	1.16906	13.0	14.0	27.0	1450269.997242
sub-0032	3587.2	249.2	13818.7	59181.3	6973.4	3300.5	4321.6	1657.4	906.1	1239.5	20955.6	3549.4	1400.5	872.3	637.8	4089.5	37.4	246.8	4403.1	93.9	13504.0	56239.8	6487.7	3509.0	4516.8	1603.2	3658.1	1256.5	561.8	4011.6	63.1	379.8	0.0	1297.6	0.0	0.0	0.0	0.0	0.0	254.3	763.7	453.3	520.7	521.8	749.3	1107960.0	1096925.0	1095956.180169	246010.452399	239553.347704	485563.800103	210154.550777	205917.829289	416072.380065	53319.0	653354.800103	965006.180169	956742.180169	955806.0	1417315.0	0.889098	1.137344	17.0	11.0	28.0	1246161.583717
sub-0033	5604.6	142.5	11967.2	52943.6	6901.6	3769.7	4714.5	1634.3	563.8	1642.5	18454.3	3565.1	1221.9	856.5	833.3	3536.8	20.4	417.2	4601.3	160.9	11645.7	52550.6	6673.2	3912.6	4787.3	1719.3	3620.5	1540.2	741.5	3532.5	28.2	411.3	0.0	1289.8	0.0	0.0	0.0	0.0	0.0	161.4	955.8	675.2	581.8	606.6	936.0	1127520.0	1114250.0	1113921.551896	245581.498393	247015.624391	492597.122784	220738.240668	217721.188444	438459.429112	54581.0	652744.122784	998311.551896	987816.551896	985865.0	1416491.0	0.879482	1.104883	7.0	10.0	17.0	1282027.556818
sub-0034	5905.7	170.9	16620.9	64092.9	7535.5	4081.5	5358.3	2116.5	809.9	1692.1	23068.2	3617.9	1268.7	1082.5	674.4	4049.1	25.6	565.7	5732.2	476.6	16477.2	64818.8	7341.7	4311.7	5449.0	2114.6	3428.8	1423.9	635.6	3993.2	21.2	674.9	0.0	1242.2	0.0	0.0	0.0	0.0	0.0	195.6	1181.1	645.6	631.7	705.5	1240.2	1206867.0	1190883.0	1190201.497594	237041.580282	243422.335704	480463.915986	244485.842614	245895.738994	490381.581608	59462.0	668378.915986	1044597.497594	1031922.497594	1030879.0	1536602.0	0.941748	1.199049	4.0	5.0	9.0	1281517.339249
sub-0035	14117.9	525.6	13058.7	47191.8	6867.9	3306.8	4917.7	1824.1	993.0	1427.9	20777.8	3617.0	1443.4	1129.5	554.0	3685.9	4.5	762.2	9008.1	470.6	12536.0	46060.3	6825.8	3264.8	4832.5	1604.2	3788.0	1523.7	518.9	4027.4	0.0	551.4	0.0	1787.6	0.0	0.0	0.0	0.0	0.0	164.5	955.9	528.6	476.8	498.8	1030.1	1121274.0	1093359.0	1092798.633362	230236.320101	227387.544244	457623.864345	231061.225956	230926.54306	461987.769017	54434.0	606276.864345	1000576.633362	976012.633362	974491.0	1428516.0	0.753598	0.960093	5.0	3.0	8.0	1487893.384555
sub-0036	9662.9	154.4	14180.3	51643.7	6456.0	3959.9	5222.2	1888.6	622.5	1533.6	19211.2	4083.0	1369.6	981.8	706.6	3622.8	129.8	600.1	7463.9	506.0	13647.9	51680.0	6629.3	4066.2	5341.4	1877.6	4117.4	1481.5	650.5	3648.7	141.1	634.3	0.0	1471.1	0.0	0.0	0.0	0.0	0.0	165.0	925.0	491.5	437.8	428.6	991.2	1064224.0	1042832.0	1042216.327415	219039.835544	224953.164732	443993.000276	205331.02245	205544.304688	410875.327139	57288.0	604374.000276	932644.327415	914143.327415	912872.0	1364068.0	0.909519	1.165775	14.0	7.0	21.0	1170094.984101
sub-0037	9041.7	217.0	11731.7	52488.5	6167.0	3321.1	4515.9	1627.0	884.5	2040.4	17288.8	3389.4	1393.8	840.9	713.5	3472.2	44.8	378.0	8531.5	211.8	11984.0	51699.0	6316.4	3476.1	4595.5	1729.3	3632.9	1356.3	752.0	3353.2	44.9	524.2	0.0	1091.3	0.0	0.0	0.0	0.0	0.0	161.4	991.1	547.1	451.8	471.4	1087.2	1100044.0	1077984.0	1077554.580586	236427.067916	238056.603111	474483.671027	213040.949397	212110.960162	425151.909559	51479.0	629735.671027	971349.580586	952844.580586	951495.0	1402744.0	0.83744	1.067879	17.0	7.0	24.0	1313579.750429
sub-0038	7189.4	195.0	12162.5	52799.4	6794.9	3947.9	5128.3	1820.1	841.8	2169.5	19906.2	3966.9	1460.6	851.2	887.6	3774.7	22.8	469.9	6555.1	314.3	11915.5	52858.0	6534.6	4202.1	5011.1	1860.7	3891.4	1561.7	786.3	3826.8	38.0	449.3	0.0	1383.9	0.0	0.0	0.0	0.0	0.0	135.8	934.8	690.6	499.1	434.0	1045.7	1083146.0	1065041.0	1064480.262664	232077.871221	226390.923063	458468.794284	212151.74754	208641.720841	420793.46838	57276.0	620826.794284	952650.262664	938132.262664	937021.0	1404665.0	0.937323	1.215556	6.0	13.0	19.0	1155574.165384
