rh.aparc.area	rh_bankssts_area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_frontalpole_area	rh_temporalpole_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0021	823.0	713.0	1930.0	1770.0	520.0	3101.0	5765.0	3142.0	1074.0	5403.0	2678.0	2988.0	2294.0	3675.0	522.0	1701.0	1248.0	904.0	1453.0	1430.0	4333.0	1327.0	4717.0	4290.0	623.0	6421.0	7716.0	6072.0	3909.0	4021.0	315.0	484.0	355.0	2741.0	90452.4	1211298.0	1268981.067234
sub-0022	698.0	538.0	2016.0	1679.0	541.0	2708.0	4636.0	3001.0	787.0	4993.0	2304.0	3071.0	1751.0	2970.0	541.0	1512.0	1211.0	788.0	1569.0	1542.0	3312.0	1075.0	4654.0	3564.0	373.0	5014.0	7476.0	5922.0	3359.0	2786.0	316.0	479.0	299.0	2213.0	79695.3	1116051.0	1189521.862383
sub-0023	1321.0	783.0	2349.0	1952.0	543.0	2977.0	6793.0	3303.0	1013.0	5755.0	2971.0	3202.0	2175.0	4024.0	730.0	1510.0	1404.0	966.0	1768.0	1602.0	4124.0	1456.0	5289.0	4407.0	740.0	6332.0	8499.0	6363.0	4439.0	4209.0	254.0	425.0	326.0	2663.0	96659.7	1424017.0	1678356.032306
sub-0024	869.0	980.0	2087.0	1859.0	350.0	2909.0	4631.0	3346.0	969.0	5783.0	2548.0	2966.0	1844.0	3477.0	498.0	1351.0	1612.0	951.0	1658.0	1788.0	3711.0	1127.0	4607.0	3929.0	785.0	6309.0	6873.0	5351.0	3665.0	3704.0	371.0	541.0	323.0	2222.0	85990.6	1166575.0	1298269.115385
sub-0025	1090.0	618.0	2680.0	1667.0	377.0	3029.0	5863.0	2857.0	864.0	5101.0	2564.0	2839.0	1795.0	4101.0	589.0	1444.0	1382.0	838.0	1255.0	1484.0	4407.0	1169.0	5131.0	3732.0	536.0	5594.0	6844.0	5230.0	3866.0	3347.0	323.0	452.0	354.0	2300.0	85720.5	1210527.0	1394087.467248
sub-0026	694.0	489.0	1923.0	1416.0	670.0	2760.0	4217.0	2730.0	783.0	5259.0	2365.0	2953.0	1709.0	2956.0	601.0	1346.0	1217.0	774.0	1490.0	1593.0	3689.0	865.0	4271.0	3161.0	402.0	5287.0	6079.0	4514.0	3203.0	3235.0	307.0	422.0	304.0	2049.0	75678.0	967664.0	1027587.946123
sub-0027	764.0	660.0	2200.0	1653.0	300.0	2879.0	5277.0	2787.0	843.0	4882.0	2723.0	2769.0	1793.0	2928.0	622.0	1440.0	1473.0	911.0	1594.0	1328.0	3525.0	1033.0	4263.0	3727.0	531.0	5465.0	6225.0	5302.0	3899.0	3559.0	313.0	428.0	316.0	2169.0	80574.3	1108001.0	1476204.172769
sub-0028	997.0	806.0	2347.0	1388.0	472.0	3390.0	5670.0	3155.0	746.0	4455.0	2874.0	2401.0	2070.0	3734.0	737.0	1505.0	1295.0	877.0	1526.0	1080.0	3652.0	1176.0	4727.0	4194.0	684.0	5517.0	7483.0	5582.0	4532.0	4252.0	366.0	492.0	305.0	2503.0	86994.3	1186626.0	1366729.649065
sub-0029	1059.0	856.0	2504.0	1992.0	390.0	3362.0	6594.0	3817.0	813.0	4826.0	2813.0	3411.0	2425.0	4312.0	748.0	1810.0	1867.0	841.0	2072.0	1586.0	4640.0	1469.0	5318.0	4820.0	679.0	7800.0	8008.0	6347.0	4460.0	4697.0	377.0	466.0	425.0	2290.0	99883.6	1300269.0	1581114.586967
sub-0030	977.0	729.0	1935.0	2081.0	412.0	3133.0	5269.0	3365.0	1087.0	5368.0	3108.0	3242.0	2181.0	3707.0	618.0	1537.0	1467.0	984.0	1753.0	1850.0	4300.0	1315.0	4934.0	4264.0	713.0	5994.0	7271.0	5872.0	3958.0	4211.0	320.0	469.0	381.0	2765.0	91563.2	1236943.0	1492150.190437
sub-0031	998.0	859.0	2289.0	1732.0	547.0	3230.0	6085.0	3766.0	936.0	5964.0	2775.0	3656.0	2084.0	4065.0	701.0	1715.0	1450.0	940.0	1840.0	1907.0	4495.0	1287.0	5675.0	4610.0	744.0	6886.0	8343.0	6238.0	4116.0	3990.0	331.0	536.0	352.0	2710.0	97852.1	1306451.0	1450269.997242
sub-0032	732.0	825.0	2271.0	1792.0	392.0	2820.0	4943.0	3445.0	1283.0	4470.0	2622.0	3511.0	1917.0	2972.0	570.0	1528.0	1124.0	858.0	1439.0	1917.0	4060.0	1245.0	4682.0	4679.0	617.0	5240.0	6369.0	5702.0	3305.0	3948.0	323.0	576.0	319.0	2184.0	84681.0	1096925.0	1246161.583717
sub-0033	918.0	838.0	2129.0	1525.0	284.0	3064.0	5382.0	2709.0	892.0	4738.0	2244.0	2807.0	1731.0	3417.0	624.0	1588.0	1336.0	860.0	1579.0	1523.0	3793.0	1362.0	3980.0	3398.0	506.0	5462.0	6222.0	4872.0	3396.0	3591.0	378.0	423.0	301.0	2366.0	80232.6	1114250.0	1282027.556818
sub-0034	894.0	619.0	2531.0	1698.0	426.0	2560.0	5246.0	2851.0	1069.0	5486.0	2629.0	3190.0	1823.0	3138.0	603.0	1649.0	1530.0	872.0	1837.0	1277.0	4008.0	1241.0	4992.0	3810.0	559.0	6075.0	7692.0	5014.0	3596.0	3053.0	309.0	499.0	351.0	2240.0	85361.1	1190883.0	1281517.339249
sub-0035	962.0	758.0	1938.0	1335.0	405.0	3083.0	5931.0	3208.0	791.0	4572.0	2832.0	2350.0	1990.0	3615.0	508.0	1566.0	1255.0	816.0	1458.0	1253.0	3607.0	1128.0	4611.0	3719.0	732.0	6115.0	6637.0	4660.0	3670.0	3057.0	346.0	427.0	369.0	2167.0	81858.6	1093359.0	1487893.384555
sub-0036	918.0	545.0	1964.0	1423.0	406.0	3147.0	4982.0	3070.0	684.0	5117.0	2257.0	2977.0	1859.0	3160.0	676.0	1575.0	1192.0	788.0	1267.0	1407.0	3438.0	937.0	4157.0	3615.0	426.0	5386.0	6439.0	5141.0	3390.0	3626.0	316.0	402.0	383.0	2141.0	79203.6	1042832.0	1170094.984101
sub-0037	886.0	607.0	2418.0	1372.0	361.0	2713.0	6046.0	3227.0	887.0	4294.0	2464.0	2730.0	1867.0	3628.0	632.0	1457.0	1314.0	761.0	1464.0	1465.0	4008.0	1130.0	4324.0	3733.0	624.0	5452.0	7368.0	4653.0	3291.0	3378.0	305.0	468.0	275.0	2003.0	81601.9	1077984.0	1313579.750429
sub-0038	715.0	787.0	2247.0	1258.0	407.0	2696.0	4967.0	3160.0	832.0	3964.0	2458.0	2522.0	2044.0	3057.0	589.0	1387.0	1301.0	787.0	1557.0	1031.0	3765.0	1156.0	4573.0	3978.0	611.0	5615.0	7398.0	5019.0	3417.0	3514.0	311.0	482.0	308.0	2285.0	79964.7	1065041.0	1155574.165384
sub-0039	901.0	530.0	1867.0	1485.0	430.0	2661.0	6127.0	2861.0	832.0	4842.0	1969.0	3153.0	1493.0	2975.0	574.0	1206.0	1186.0	803.0	1364.0	1505.0	3171.0	939.0	4235.0	3709.0	377.0	5277.0	5778.0	5627.0	3089.0	3024.0	333.0	450.0	272.0	1997.0	77029.5	1042272.0	1216281.240076
sub-0040	908.0	762.0	2324.0	1660.0	376.0	2700.0	4766.0	2930.0	935.0	4966.0	2656.0	3552.0	2076.0	3340.0	555.0	1524.0	1299.0	764.0	1271.0	2054.0	3888.0	1149.0	4683.0	3747.0	555.0	6176.0	6888.0	5419.0	4043.0	3571.0	309.0	419.0	299.0	1990.0	84543.3	1159406.0	1299590.7541
sub-0041	1086.0	960.0	3331.0	1542.0	709.0	3387.0	6094.0	3849.0	1261.0	5367.0	2837.0	3133.0	2500.0	3768.0	941.0	1437.0	1553.0	944.0	1850.0	1282.0	5222.0	1502.0	5689.0	4929.0	657.0	7945.0	9427.0	6436.0	4034.0	4387.0	400.0	582.0	340.0	3038.0	102403.0	1403826.0	1809842.58152
sub-0042	950.0	772.0	2424.0	1856.0	359.0	2699.0	4958.0	2749.0	993.0	5142.0	2805.0	3127.0	2183.0	3423.0	598.0	1518.0	1474.0	946.0	1788.0	1755.0	4224.0	1323.0	4684.0	4293.0	592.0	5936.0	7085.0	6445.0	4018.0	4225.0	342.0	437.0	340.0	2837.0	89298.6	1153841.0	1233708.303119
sub-0043	818.0	754.0	2425.0	1809.0	318.0	2671.0	4829.0	2765.0	867.0	5624.0	2812.0	3624.0	1986.0	3347.0	656.0	1543.0	1995.0	777.0	2335.0	2070.0	4124.0	1262.0	5054.0	3800.0	535.0	6109.0	7716.0	5329.0	3669.0	3826.0	281.0	467.0	282.0	2182.0	88650.1	1148252.0	1488278.352641
sub-0044	938.0	633.0	1973.0	1572.0	407.0	2900.0	5008.0	3656.0	766.0	4889.0	1876.0	3382.0	1659.0	3556.0	709.0	1579.0	1260.0	772.0	1286.0	1653.0	3442.0	1078.0	4848.0	3262.0	487.0	5272.0	7746.0	4281.0	3530.0	3266.0	305.0	463.0	317.0	2187.0	80914.9	1098496.0	1358076.168294
sub-0045	793.0	678.0	1972.0	1760.0	324.0	2634.0	4935.0	2953.0	1025.0	4913.0	2328.0	3725.0	1732.0	3204.0	592.0	1316.0	1246.0	792.0	1405.0	1743.0	4073.0	1054.0	4721.0	4051.0	729.0	6464.0	6533.0	5081.0	3223.0	3515.0	275.0	425.0	306.0	2389.0	82908.0	1117416.0	1210231.412956
sub-0046	1077.0	582.0	2131.0	1649.0	640.0	3178.0	5967.0	3482.0	878.0	5600.0	2631.0	3232.0	2293.0	3823.0	801.0	1683.0	1460.0	938.0	1887.0	1614.0	4434.0	1318.0	5005.0	3964.0	480.0	6213.0	7489.0	5624.0	3278.0	3906.0	405.0	484.0	261.0	2373.0	90776.2	1305197.0	1606098.295409
sub-0047	979.0	650.0	2860.0	1712.0	527.0	3030.0	5257.0	3667.0	1266.0	5109.0	2548.0	3442.0	1989.0	4253.0	589.0	1676.0	1640.0	819.0	1733.0	1580.0	4607.0	1122.0	4641.0	4882.0	646.0	6261.0	9138.0	5982.0	4326.0	4915.0	323.0	550.0	408.0	3007.0	96136.4	1315037.0	1620396.617557
sub-0048	862.0	624.0	2230.0	1685.0	366.0	2740.0	5353.0	2713.0	628.0	4928.0	2416.0	3017.0	1865.0	3244.0	606.0	1634.0	1653.0	948.0	1826.0	1575.0	4170.0	1099.0	4502.0	3921.0	543.0	5639.0	6330.0	5865.0	3771.0	3491.0	373.0	408.0	328.0	2477.0	83823.2	1136284.0	1301696.092796
sub-0049	758.0	562.0	2148.0	1752.0	351.0	2549.0	4491.0	2981.0	886.0	4849.0	2378.0	3184.0	1935.0	2748.0	605.0	1385.0	1141.0	619.0	1401.0	1951.0	3511.0	1145.0	4656.0	3414.0	406.0	5494.0	7109.0	4667.0	3194.0	2620.0	309.0	491.0	323.0	1847.0	77860.8	1070706.0	1184629.23971
sub-0050	1099.0	589.0	2851.0	1763.0	427.0	2620.0	6258.0	3366.0	1067.0	5180.0	3009.0	3233.0	2361.0	4108.0	659.0	1486.0	1553.0	871.0	1465.0	1474.0	4331.0	1289.0	5726.0	4904.0	593.0	6629.0	9259.0	6441.0	3883.0	3914.0	366.0	422.0	332.0	2333.0	95848.8	1341559.0	1621316.504598
sub-0051	982.0	598.0	2403.0	1927.0	381.0	3314.0	5754.0	3228.0	1195.0	6760.0	3089.0	4007.0	2072.0	3731.0	657.0	1391.0	1883.0	1014.0	2104.0	2121.0	4490.0	1261.0	5158.0	4427.0	550.0	7005.0	7783.0	5699.0	4070.0	4546.0	326.0	543.0	406.0	2472.0	97338.3	1295666.0	1498996.190611
sub-0052	921.0	816.0	2481.0	1514.0	488.0	3328.0	5187.0	3019.0	931.0	4837.0	2789.0	3187.0	2036.0	3346.0	608.0	1738.0	1622.0	805.0	1504.0	1464.0	3875.0	1372.0	4705.0	3854.0	802.0	6586.0	7443.0	5095.0	3345.0	4257.0	362.0	453.0	336.0	2207.0	87314.0	1168873.0	1372640.288417
sub-0053	884.0	500.0	2033.0	1485.0	409.0	2463.0	4878.0	2990.0	870.0	4999.0	2916.0	2953.0	2040.0	3644.0	566.0	1224.0	1325.0	872.0	1347.0	1300.0	4665.0	1115.0	4417.0	3857.0	524.0	6044.0	7568.0	4750.0	3208.0	4480.0	355.0	489.0	302.0	2133.0	83594.8	1164251.0	1262352.865019
sub-0054	1001.0	832.0	2236.0	1687.0	380.0	3059.0	6001.0	3222.0	829.0	4576.0	2438.0	3226.0	1933.0	3875.0	577.0	1673.0	1322.0	861.0	1431.0	1572.0	4273.0	1138.0	4585.0	4181.0	731.0	7269.0	7401.0	6191.0	4192.0	4757.0	330.0	436.0	368.0	2174.0	90751.8	1220922.0	1354248.342829
sub-0055	934.0	615.0	1638.0	1546.0	385.0	3142.0	4577.0	3108.0	847.0	4449.0	2683.0	2676.0	1934.0	3383.0	584.0	1614.0	1126.0	732.0	1496.0	1158.0	4047.0	1156.0	4109.0	4060.0	520.0	5398.0	7020.0	5789.0	3666.0	3959.0	271.0	457.0	347.0	2190.0	81611.7	1102577.0	1220870.241676
sub-0056	1111.0	705.0	2180.0	1265.0	433.0	3590.0	6767.0	3478.0	877.0	5247.0	2924.0	2504.0	2095.0	3866.0	649.0	1398.0	1805.0	831.0	1797.0	1114.0	3645.0	1017.0	4619.0	4419.0	568.0	5186.0	6742.0	5501.0	3811.0	3576.0	254.0	502.0	348.0	2105.0	86930.4	1152178.0	1323288.326223
sub-0057	795.0	755.0	2450.0	1502.0	399.0	2768.0	6089.0	3214.0	715.0	4559.0	2339.0	2741.0	1977.0	3462.0	569.0	1469.0	1707.0	686.0	1635.0	1449.0	3824.0	1149.0	4389.0	4101.0	549.0	5668.0	5729.0	5174.0	3364.0	3252.0	302.0	452.0	321.0	2358.0	81912.7	1065511.0	1471361.003633
sub-0058	924.0	630.0	1795.0	1610.0	449.0	2944.0	5623.0	3185.0	1035.0	5427.0	2859.0	3463.0	1922.0	3654.0	646.0	1625.0	1322.0	899.0	1466.0	1754.0	4171.0	1410.0	4702.0	3985.0	551.0	5598.0	7057.0	5503.0	3606.0	3717.0	326.0	431.0	356.0	2310.0	86950.1	1146292.0	1272362.251359
sub-0059	925.0	668.0	2279.0	1810.0	520.0	3523.0	5418.0	3139.0	956.0	5786.0	2764.0	3257.0	2038.0	3541.0	779.0	1439.0	1453.0	936.0	1725.0	1561.0	4099.0	1245.0	4983.0	4188.0	785.0	6259.0	7069.0	5712.0	3997.0	3790.0	315.0	407.0	352.0	2503.0	90215.4	1207003.0	1637677.191224
sub-0060	844.0	755.0	1974.0	1874.0	433.0	2821.0	4991.0	3081.0	939.0	4495.0	2394.0	3616.0	1559.0	3133.0	649.0	1259.0	1128.0	768.0	1479.0	2029.0	3400.0	977.0	4657.0	3488.0	485.0	5905.0	6591.0	4759.0	3225.0	2573.0	297.0	351.0	303.0	1803.0	79030.3	1059213.0	1152295.99882
sub-0061	644.0	764.0	2109.0	1179.0	274.0	2579.0	3840.0	2380.0	786.0	4233.0	2164.0	2850.0	1632.0	2677.0	572.0	1299.0	1114.0	678.0	1213.0	1137.0	3625.0	1103.0	4137.0	3470.0	496.0	5141.0	6408.0	4610.0	2966.0	3661.0	304.0	382.0	314.0	1876.0	72607.5	959967.0	1029870.371546
sub-0062	726.0	633.0	2471.0	1796.0	499.0	2807.0	5403.0	3141.0	1038.0	5324.0	2845.0	3967.0	1917.0	3552.0	675.0	1402.0	1296.0	772.0	1355.0	1816.0	4098.0	1269.0	5029.0	3883.0	433.0	6355.0	6768.0	5803.0	3291.0	3425.0	294.0	496.0	344.0	2040.0	86962.4	1139987.0	1505539.037986
sub-0063	871.0	720.0	2255.0	1586.0	452.0	3186.0	6137.0	3613.0	1109.0	6024.0	3338.0	3748.0	2094.0	4108.0	759.0	1724.0	1140.0	937.0	1344.0	1772.0	4139.0	1256.0	5340.0	3998.0	636.0	5887.0	7288.0	5686.0	4097.0	3393.0	325.0	543.0	345.0	2249.0	92086.1	1288682.0	1778611.402802
sub-0064	831.0	841.0	2064.0	1339.0	360.0	2616.0	5298.0	2625.0	1006.0	4261.0	2358.0	3201.0	1941.0	3435.0	584.0	1445.0	1219.0	853.0	1463.0	1636.0	3860.0	1331.0	4480.0	3651.0	637.0	5690.0	6123.0	5768.0	3466.0	3661.0	362.0	453.0	298.0	2194.0	81349.2	1130362.0	1288546.246772
sub-0065	948.0	784.0	2150.0	1705.0	305.0	3147.0	5141.0	3102.0	1053.0	4587.0	2554.0	3294.0	1890.0	3301.0	711.0	1383.0	1264.0	878.0	1800.0	1551.0	4097.0	1371.0	4439.0	4675.0	624.0	5853.0	6978.0	5952.0	3496.0	3729.0	345.0	381.0	327.0	2196.0	86009.0	1171889.0	1323655.107233
sub-0066	964.0	734.0	2926.0	1994.0	458.0	4073.0	5264.0	3789.0	915.0	7163.0	2845.0	2887.0	2328.0	3869.0	726.0	1894.0	1799.0	1015.0	1978.0	1674.0	4120.0	1460.0	5439.0	4424.0	767.0	7332.0	9562.0	5941.0	4264.0	4404.0	376.0	459.0	410.0	2417.0	100667.0	1290488.0	1727795.132291
sub-0067	984.0	837.0	2759.0	1856.0	465.0	3205.0	5862.0	3067.0	950.0	4975.0	2680.0	3058.0	2060.0	3610.0	621.0	1407.0	1245.0	924.0	1441.0	1667.0	3823.0	1241.0	4633.0	3974.0	801.0	6281.0	6869.0	5610.0	3677.0	3749.0	329.0	499.0	261.0	1843.0	87263.6	1162188.0	1386454.233187
sub-0068	878.0	924.0	1819.0	1695.0	269.0	2647.0	5174.0	2953.0	980.0	5243.0	2872.0	2628.0	1896.0	3700.0	519.0	1547.0	989.0	897.0	1218.0	1523.0	3967.0	1291.0	4246.0	3974.0	618.0	6092.0	6462.0	5248.0	3739.0	3791.0	400.0	392.0	317.0	2211.0	83117.5	1139525.0	1199092.022668
sub-0069	948.0	949.0	2423.0	1675.0	426.0	2820.0	6140.0	3109.0	1113.0	4932.0	2939.0	2680.0	2327.0	3773.0	605.0	1586.0	1531.0	838.0	1483.0	1416.0	4942.0	1318.0	4840.0	4936.0	647.0	6453.0	7733.0	5598.0	3949.0	4470.0	361.0	426.0	313.0	2314.0	92009.7	1245457.0	1367929.754538
sub-0070	951.0	634.0	2483.0	1770.0	425.0	3308.0	6352.0	3455.0	953.0	5997.0	3099.0	3395.0	2226.0	4063.0	721.0	1536.0	1637.0	936.0	1746.0	1843.0	4691.0	1177.0	4831.0	4240.0	510.0	6226.0	7341.0	6457.0	4090.0	4681.0	450.0	396.0	374.0	2290.0	95274.9	1254884.0	1515870.740779
sub-0071	985.0	566.0	1595.0	1428.0	276.0	2540.0	5229.0	2896.0	819.0	4892.0	2261.0	2761.0	1681.0	3641.0	545.0	1424.0	1311.0	698.0	1296.0	1302.0	3866.0	888.0	4233.0	3894.0	422.0	4355.0	5860.0	4969.0	3444.0	3349.0	270.0	395.0	300.0	1850.0	76237.7	995751.0	996939.894887
