lh.aparc.a2009s.volume	lh_G&S_frontomargin_volume	lh_G&S_occipital_inf_volume	lh_G&S_paracentral_volume	lh_G&S_subcentral_volume	lh_G&S_transv_frontopol_volume	lh_G&S_cingul-Ant_volume	lh_G&S_cingul-Mid-Ant_volume	lh_G&S_cingul-Mid-Post_volume	lh_G_cingul-Post-dorsal_volume	lh_G_cingul-Post-ventral_volume	lh_G_cuneus_volume	lh_G_front_inf-Opercular_volume	lh_G_front_inf-Orbital_volume	lh_G_front_inf-Triangul_volume	lh_G_front_middle_volume	lh_G_front_sup_volume	lh_G_Ins_lg&S_cent_ins_volume	lh_G_insular_short_volume	lh_G_occipital_middle_volume	lh_G_occipital_sup_volume	lh_G_oc-temp_lat-fusifor_volume	lh_G_oc-temp_med-Lingual_volume	lh_G_oc-temp_med-Parahip_volume	lh_G_orbital_volume	lh_G_pariet_inf-Angular_volume	lh_G_pariet_inf-Supramar_volume	lh_G_parietal_sup_volume	lh_G_postcentral_volume	lh_G_precentral_volume	lh_G_precuneus_volume	lh_G_rectus_volume	lh_G_subcallosal_volume	lh_G_temp_sup-G_T_transv_volume	lh_G_temp_sup-Lateral_volume	lh_G_temp_sup-Plan_polar_volume	lh_G_temp_sup-Plan_tempo_volume	lh_G_temporal_inf_volume	lh_G_temporal_middle_volume	lh_Lat_Fis-ant-Horizont_volume	lh_Lat_Fis-ant-Vertical_volume	lh_Lat_Fis-post_volume	lh_Pole_occipital_volume	lh_Pole_temporal_volume	lh_S_calcarine_volume	lh_S_central_volume	lh_S_cingul-Marginalis_volume	lh_S_circular_insula_ant_volume	lh_S_circular_insula_inf_volume	lh_S_circular_insula_sup_volume	lh_S_collat_transv_ant_volume	lh_S_collat_transv_post_volume	lh_S_front_inf_volume	lh_S_front_middle_volume	lh_S_front_sup_volume	lh_S_interm_prim-Jensen_volume	lh_S_intrapariet&P_trans_volume	lh_S_oc_middle&Lunatus_volume	lh_S_oc_sup&transversal_volume	lh_S_occipital_ant_volume	lh_S_oc-temp_lat_volume	lh_S_oc-temp_med&Lingual_volume	lh_S_orbital_lateral_volume	lh_S_orbital_med-olfact_volume	lh_S_orbital-H_Shaped_volume	lh_S_parieto_occipital_volume	lh_S_pericallosal_volume	lh_S_postcentral_volume	lh_S_precentral-inf-part_volume	lh_S_precentral-sup-part_volume	lh_S_suborbital_volume	lh_S_subparietal_volume	lh_S_temporal_inf_volume	lh_S_temporal_sup_volume	lh_S_temporal_transverse_volume	BrainSegVolNotVent	eTIV
sub-0196	3005.0	3096.0	3682.0	3940.0	2096.0	5529.0	3206.0	2297.0	1792.0	793.0	3598.0	3540.0	1571.0	2278.0	13146.0	21806.0	1862.0	3140.0	6097.0	3255.0	3717.0	5779.0	3880.0	7944.0	6192.0	5474.0	6674.0	5569.0	6673.0	7342.0	3410.0	1223.0	1186.0	6741.0	2720.0	2229.0	5087.0	9008.0	310.0	493.0	1817.0	3164.0	5698.0	3327.0	3992.0	1648.0	1181.0	2859.0	2697.0	1553.0	950.0	3299.0	4206.0	7079.0	457.0	4721.0	1882.0	2059.0	1670.0	1034.0	3411.0	721.0	932.0	3013.0	3680.0	1368.0	4992.0	2438.0	2598.0	1410.0	1933.0	2760.0	9427.0	651.0	1228295.0	1668423.982499
sub-0197	2682.0	2862.0	2904.0	3293.0	1889.0	4819.0	2628.0	2719.0	1662.0	791.0	2882.0	3755.0	993.0	2518.0	10677.0	16682.0	1698.0	2372.0	4408.0	2369.0	4514.0	5993.0	4237.0	6680.0	5804.0	6642.0	4504.0	3650.0	5389.0	5427.0	3173.0	990.0	848.0	6527.0	1570.0	2322.0	5293.0	8107.0	325.0	562.0	1653.0	3022.0	5741.0	3166.0	3101.0	1552.0	863.0	2150.0	2322.0	1424.0	670.0	3023.0	1916.0	5011.0	367.0	3484.0	1500.0	1226.0	1135.0	1574.0	3820.0	432.0	1044.0	2408.0	2210.0	1435.0	3823.0	2459.0	1685.0	1082.0	1097.0	2651.0	8193.0	658.0	1044056.0	1258306.734204
sub-0198	2594.0	2452.0	2766.0	3269.0	2282.0	5921.0	2715.0	2493.0	2037.0	817.0	3694.0	3552.0	1449.0	2320.0	12785.0	19645.0	1896.0	2712.0	5709.0	2459.0	4990.0	5940.0	4069.0	6740.0	7271.0	7712.0	6438.0	4822.0	6195.0	7000.0	2980.0	1903.0	954.0	6367.0	2654.0	1839.0	9546.0	8382.0	458.0	559.0	1531.0	3262.0	6745.0	3283.0	3530.0	1621.0	974.0	2012.0	2722.0	2012.0	653.0	3362.0	3129.0	7055.0	417.0	3849.0	1516.0	2269.0	1247.0	1620.0	3540.0	621.0	1117.0	2572.0	2880.0	1788.0	4843.0	2374.0	1907.0	968.0	1882.0	2886.0	10758.0	714.0	1365519.0	1458897.139023
sub-0199	1682.0	3225.0	2837.0	2570.0	1559.0	4841.0	1883.0	2530.0	1785.0	610.0	2721.0	3257.0	1673.0	3056.0	10607.0	18920.0	1251.0	2365.0	5369.0	2384.0	3936.0	4754.0	4934.0	6489.0	7640.0	5620.0	4492.0	3459.0	5654.0	5982.0	2741.0	1035.0	854.0	6981.0	2051.0	2526.0	7504.0	8361.0	520.0	526.0	1418.0	3086.0	5616.0	2512.0	3487.0	1688.0	1282.0	2461.0	2353.0	1867.0	687.0	3063.0	1725.0	3979.0	603.0	3757.0	1517.0	1834.0	1015.0	1358.0	2980.0	459.0	1127.0	2100.0	2540.0	1397.0	3401.0	2227.0	1702.0	865.0	1460.0	2375.0	11146.0	530.0	1103141.0	1194569.533889
sub-0200	2157.0	3039.0	3179.0	3424.0	1921.0	4127.0	2252.0	2812.0	1935.0	691.0	3032.0	3205.0	1068.0	2021.0	11531.0	17426.0	1523.0	2661.0	4966.0	3291.0	4655.0	4799.0	4645.0	7002.0	6019.0	8471.0	6743.0	4134.0	6971.0	5161.0	2649.0	794.0	1125.0	6066.0	1952.0	1712.0	6569.0	7771.0	562.0	468.0	1621.0	3151.0	5949.0	3012.0	3426.0	1463.0	900.0	2365.0	2427.0	1657.0	686.0	3170.0	1945.0	5483.0	548.0	4480.0	1701.0	1502.0	1180.0	1468.0	3444.0	487.0	1067.0	2377.0	3632.0	1445.0	3996.0	3372.0	2072.0	1265.0	1346.0	2568.0	9130.0	749.0	1129728.0	1339088.964463
sub-0201	2119.0	5169.0	3110.0	3527.0	2190.0	4875.0	2064.0	2660.0	1912.0	836.0	3675.0	3996.0	1439.0	3556.0	13142.0	21475.0	1727.0	2720.0	6544.0	2174.0	6403.0	6642.0	4500.0	6535.0	6729.0	7133.0	8030.0	3754.0	7381.0	6953.0	2673.0	930.0	1140.0	6807.0	2589.0	1982.0	8871.0	8866.0	555.0	727.0	1444.0	3376.0	6899.0	3281.0	3841.0	1433.0	881.0	2188.0	2548.0	1660.0	831.0	4263.0	2095.0	5272.0	286.0	5630.0	1502.0	1860.0	1129.0	1474.0	3949.0	387.0	1011.0	2551.0	1951.0	1526.0	4510.0	2715.0	2226.0	993.0	2012.0	3473.0	10177.0	546.0	1251487.0	1453753.118797
sub-0202	1774.0	2859.0	3106.0	2572.0	1841.0	4312.0	1942.0	2225.0	1617.0	639.0	2908.0	2814.0	872.0	1973.0	8428.0	15601.0	1771.0	2248.0	3988.0	2448.0	4229.0	5286.0	4192.0	6493.0	5785.0	5711.0	5839.0	4050.0	5391.0	6062.0	2768.0	1023.0	1021.0	5796.0	2029.0	1556.0	6816.0	6827.0	342.0	393.0	1340.0	3154.0	5523.0	2684.0	3837.0	1603.0	959.0	2122.0	2577.0	1839.0	566.0	2077.0	2107.0	3947.0	590.0	4566.0	1661.0	2106.0	829.0	1295.0	3028.0	573.0	1147.0	2388.0	3128.0	1438.0	3877.0	2352.0	1708.0	1211.0	1705.0	2250.0	8916.0	523.0	1067239.0	1192080.919068
sub-0203	2982.0	4778.0	3084.0	3176.0	1917.0	5813.0	2617.0	2970.0	1896.0	754.0	2901.0	4324.0	1291.0	2628.0	11151.0	18821.0	1740.0	3086.0	6163.0	2140.0	6139.0	5907.0	3217.0	8360.0	7495.0	8040.0	5549.0	3824.0	7177.0	6131.0	3148.0	1245.0	1474.0	7166.0	2330.0	1884.0	8207.0	8279.0	378.0	477.0	1552.0	3440.0	6163.0	2983.0	4240.0	1774.0	1135.0	2490.0	2518.0	2033.0	976.0	4497.0	2613.0	6177.0	520.0	3994.0	2022.0	2121.0	1418.0	1552.0	2981.0	690.0	944.0	3145.0	3204.0	1101.0	3521.0	2264.0	2806.0	1065.0	2036.0	2716.0	11300.0	677.0	1238455.0	1667863.760176
sub-0204	1855.0	2621.0	2927.0	2503.0	2144.0	4012.0	2364.0	2593.0	1397.0	612.0	2461.0	3149.0	1420.0	2928.0	8246.0	17473.0	1324.0	2437.0	4551.0	1993.0	3054.0	4678.0	4027.0	6072.0	5201.0	5456.0	5093.0	3651.0	5742.0	5028.0	2394.0	1348.0	1070.0	4756.0	1800.0	1749.0	6987.0	6596.0	452.0	579.0	1387.0	2878.0	5737.0	2580.0	3501.0	1438.0	765.0	2686.0	2294.0	1794.0	560.0	3636.0	1765.0	3533.0	298.0	3556.0	1218.0	1496.0	1302.0	945.0	2612.0	794.0	1025.0	2688.0	3207.0	1325.0	2891.0	2435.0	2149.0	1493.0	1470.0	2199.0	8158.0	519.0	1033163.0	992735.380142
sub-0205	2668.0	3315.0	3358.0	4006.0	2061.0	5899.0	3269.0	3007.0	1852.0	759.0	3119.0	4533.0	1147.0	3029.0	10613.0	19960.0	1469.0	2719.0	6444.0	3112.0	4689.0	5434.0	4544.0	6284.0	5982.0	7175.0	5601.0	4560.0	6599.0	6321.0	2697.0	1626.0	1178.0	6534.0	1906.0	2139.0	6435.0	8223.0	357.0	430.0	1822.0	3149.0	6070.0	2965.0	3594.0	1707.0	860.0	2361.0	2771.0	1505.0	671.0	3329.0	2398.0	5176.0	282.0	3484.0	1928.0	2242.0	1128.0	1617.0	3385.0	505.0	959.0	2271.0	3018.0	1389.0	4438.0	2833.0	2366.0	784.0	1547.0	2658.0	10668.0	742.0	1160996.0	1563914.777924
sub-0206	2091.0	2506.0	3054.0	3574.0	2068.0	4397.0	2542.0	2505.0	1592.0	521.0	3076.0	3069.0	1215.0	1847.0	9897.0	18573.0	1460.0	2370.0	4682.0	2571.0	4868.0	5168.0	4192.0	6164.0	5765.0	7141.0	6021.0	4598.0	5440.0	6950.0	2791.0	926.0	983.0	5271.0	1853.0	1517.0	6009.0	7444.0	278.0	466.0	1416.0	3324.0	5918.0	2638.0	3478.0	1461.0	855.0	1773.0	2444.0	1666.0	619.0	2307.0	1793.0	4349.0	324.0	3711.0	1143.0	1927.0	1273.0	1196.0	3028.0	365.0	932.0	2961.0	3010.0	1772.0	5456.0	2529.0	1644.0	1226.0	1659.0	2370.0	9391.0	529.0	1150456.0	1339237.223034
sub-0207	2032.0	4238.0	2847.0	3225.0	1819.0	6077.0	3060.0	2486.0	2093.0	631.0	2932.0	3541.0	1635.0	2593.0	11602.0	20399.0	1941.0	2977.0	5118.0	2724.0	4661.0	5917.0	3516.0	7519.0	6125.0	8573.0	4998.0	4552.0	6394.0	7047.0	2449.0	1810.0	1214.0	5829.0	2269.0	1701.0	8391.0	7619.0	408.0	653.0	1580.0	3053.0	6485.0	2743.0	3484.0	1603.0	1019.0	2233.0	2699.0	1195.0	799.0	3853.0	2414.0	5037.0	561.0	3847.0	1586.0	1535.0	1258.0	1661.0	3426.0	961.0	1092.0	2796.0	2542.0	1921.0	5354.0	2377.0	2337.0	1635.0	2257.0	2223.0	10864.0	568.0	1259833.0	1649140.369493
sub-0208	1923.0	3074.0	2696.0	3558.0	1958.0	3845.0	2178.0	3035.0	1437.0	556.0	3058.0	3603.0	1042.0	2759.0	9147.0	16241.0	1852.0	2391.0	4668.0	2582.0	3824.0	4461.0	3282.0	5638.0	5182.0	7273.0	6097.0	4834.0	6203.0	5867.0	2442.0	836.0	1405.0	5956.0	1651.0	1922.0	6315.0	6003.0	369.0	640.0	1773.0	2809.0	4774.0	2932.0	3806.0	1406.0	1025.0	2760.0	2616.0	1679.0	686.0	3192.0	1871.0	4226.0	348.0	4042.0	1134.0	2001.0	1007.0	1120.0	3737.0	378.0	951.0	1991.0	3375.0	1166.0	4969.0	2125.0	2483.0	1259.0	1495.0	1871.0	8699.0	429.0	1075334.0	1060995.521317
sub-0209	2520.0	2967.0	3547.0	4046.0	1914.0	5009.0	3180.0	3637.0	1804.0	765.0	3828.0	4580.0	1714.0	2882.0	13870.0	22585.0	1967.0	3242.0	4862.0	2718.0	5093.0	6899.0	3371.0	6573.0	7025.0	7494.0	6558.0	4440.0	7910.0	8396.0	3026.0	1431.0	1407.0	6811.0	2299.0	2312.0	9304.0	8741.0	339.0	615.0	1877.0	3033.0	5799.0	3097.0	4364.0	1799.0	1187.0	2693.0	3008.0	2092.0	824.0	4116.0	2329.0	5315.0	676.0	4920.0	1359.0	1769.0	1198.0	2335.0	3664.0	618.0	1078.0	3074.0	3564.0	1210.0	5843.0	3411.0	2239.0	1418.0	2476.0	3110.0	11984.0	607.0	1385722.0	1848661.061498
sub-0210	1589.0	3114.0	2727.0	3563.0	2297.0	4048.0	2304.0	2467.0	1806.0	589.0	2647.0	3535.0	1425.0	3217.0	9579.0	17465.0	1515.0	2273.0	4487.0	2563.0	3701.0	4604.0	3637.0	5834.0	5593.0	6514.0	5925.0	3413.0	5895.0	6438.0	2300.0	1173.0	972.0	5238.0	1644.0	1639.0	5321.0	6595.0	408.0	490.0	1365.0	3108.0	5036.0	2481.0	3504.0	1347.0	760.0	2150.0	2749.0	1296.0	448.0	3558.0	1648.0	4584.0	133.0	4301.0	1254.0	1678.0	911.0	1325.0	3109.0	524.0	946.0	1982.0	2805.0	1231.0	3061.0	2665.0	2175.0	898.0	2182.0	2732.0	9685.0	606.0	1040520.0	1342570.105113
sub-0211	1896.0	3238.0	2566.0	2731.0	1948.0	4889.0	2163.0	2434.0	1419.0	610.0	2813.0	2933.0	1414.0	2308.0	9138.0	17043.0	1563.0	2494.0	4916.0	2123.0	3951.0	5829.0	3651.0	5763.0	5543.0	5623.0	5026.0	3453.0	5381.0	5689.0	2372.0	1724.0	913.0	4989.0	1993.0	1674.0	6828.0	5754.0	409.0	730.0	1271.0	2583.0	5292.0	2901.0	3539.0	1312.0	898.0	2130.0	2654.0	1682.0	580.0	2983.0	2241.0	5722.0	280.0	3997.0	1389.0	2124.0	1152.0	1348.0	3145.0	562.0	923.0	2116.0	2238.0	1235.0	2985.0	2041.0	1869.0	969.0	1666.0	1398.0	8058.0	617.0	1064667.0	1395877.819049
sub-0212	1876.0	3488.0	2977.0	3136.0	1968.0	5407.0	2442.0	2811.0	1802.0	620.0	3546.0	3816.0	1422.0	3946.0	11786.0	19189.0	1761.0	2561.0	4830.0	2751.0	5880.0	5029.0	4095.0	6851.0	4096.0	5629.0	6167.0	3756.0	7130.0	5219.0	2258.0	1585.0	1215.0	6177.0	2671.0	2119.0	7541.0	6038.0	583.0	669.0	1605.0	2878.0	5049.0	2940.0	4106.0	1569.0	941.0	2363.0	2802.0	1991.0	660.0	6135.0	2602.0	4450.0	113.0	3656.0	1543.0	1944.0	1319.0	1312.0	4371.0	632.0	1015.0	3092.0	3129.0	1476.0	3774.0	2889.0	2008.0	1363.0	1452.0	2766.0	10097.0	772.0	1272058.0	1690078.280264
sub-0213	2051.0	3551.0	2727.0	3452.0	2104.0	6725.0	4049.0	3102.0	1883.0	1124.0	4491.0	3750.0	1595.0	3012.0	12149.0	20851.0	1818.0	2940.0	4932.0	3170.0	5180.0	6465.0	4527.0	7204.0	6578.0	8270.0	7376.0	3880.0	7933.0	7425.0	3489.0	1420.0	1419.0	6167.0	2130.0	2106.0	6957.0	6699.0	425.0	527.0	1980.0	3988.0	5406.0	4546.0	3689.0	1678.0	986.0	2879.0	2944.0	1823.0	866.0	3515.0	2482.0	6251.0	645.0	4806.0	1567.0	2003.0	1735.0	1871.0	4474.0	537.0	1105.0	2865.0	4342.0	2123.0	5045.0	2886.0	2617.0	839.0	2088.0	2447.0	9186.0	760.0	1374934.0	1803991.743275
sub-0214	2280.0	4826.0	4019.0	4150.0	1850.0	5737.0	3198.0	2786.0	2188.0	1075.0	3600.0	3808.0	1671.0	2285.0	13487.0	21990.0	1589.0	2848.0	6034.0	2824.0	7087.0	5469.0	5267.0	7278.0	7558.0	7969.0	5797.0	5075.0	7978.0	7885.0	2572.0	1621.0	1377.0	6846.0	1783.0	2411.0	7524.0	8008.0	370.0	497.0	1665.0	3567.0	5327.0	3968.0	5135.0	1689.0	1076.0	2661.0	2723.0	1899.0	878.0	3229.0	2676.0	4607.0	750.0	4184.0	1806.0	1948.0	1469.0	1486.0	3862.0	652.0	967.0	2968.0	2936.0	1631.0	4432.0	3116.0	2111.0	1420.0	2251.0	2464.0	10623.0	717.0	1318561.0	1509055.969452
sub-0215	2384.0	3520.0	2479.0	3512.0	2078.0	5016.0	3260.0	3141.0	2093.0	747.0	3336.0	2955.0	1112.0	3092.0	13889.0	18448.0	1667.0	2646.0	6065.0	2712.0	5141.0	5178.0	3474.0	6900.0	6675.0	7276.0	6567.0	3651.0	5525.0	6155.0	2761.0	1567.0	1170.0	5267.0	1618.0	1778.0	6407.0	6514.0	495.0	711.0	1683.0	3503.0	4876.0	2985.0	3217.0	1846.0	971.0	2216.0	2596.0	1740.0	679.0	3203.0	2303.0	5250.0	278.0	4402.0	2004.0	2536.0	1269.0	1306.0	3904.0	477.0	1096.0	2908.0	2982.0	2211.0	4340.0	2384.0	2318.0	1331.0	1675.0	2570.0	9510.0	565.0	1269350.0	1209103.356156
sub-0216	2036.0	3743.0	3225.0	2396.0	1789.0	4905.0	2800.0	2447.0	1710.0	642.0	2640.0	3127.0	1103.0	3276.0	9756.0	18022.0	1577.0	2279.0	4511.0	2415.0	5613.0	4987.0	4419.0	7070.0	5935.0	5957.0	7316.0	2253.0	5724.0	6289.0	2912.0	1120.0	827.0	5056.0	2423.0	1436.0	6414.0	5078.0	456.0	493.0	1264.0	3006.0	5492.0	2858.0	2922.0	2284.0	1040.0	1953.0	2510.0	2018.0	719.0	3649.0	2051.0	4720.0	424.0	4825.0	1255.0	1766.0	1433.0	1625.0	3429.0	814.0	1256.0	2534.0	2446.0	1358.0	3438.0	3082.0	1865.0	981.0	1791.0	2131.0	8187.0	473.0	1125366.0	1541804.522307
sub-0217	2357.0	3681.0	2855.0	3695.0	2024.0	5518.0	2461.0	3160.0	1724.0	830.0	2863.0	3669.0	1546.0	3391.0	11565.0	22064.0	1963.0	2638.0	5562.0	2667.0	6084.0	3891.0	5181.0	6532.0	5660.0	6942.0	6247.0	3600.0	5955.0	5869.0	2657.0	1251.0	1035.0	6820.0	2535.0	2330.0	9213.0	7992.0	579.0	636.0	1827.0	4120.0	6643.0	2543.0	3767.0	1636.0	952.0	2448.0	2836.0	1955.0	761.0	3359.0	2148.0	5700.0	411.0	4950.0	1702.0	1820.0	1135.0	1769.0	3816.0	450.0	1065.0	3180.0	4022.0	1570.0	4705.0	2858.0	2355.0	1890.0	1609.0	2926.0	9683.0	573.0	1227799.0	1606021.742306
sub-0218	2084.0	2292.0	3206.0	3790.0	1578.0	4099.0	2912.0	2744.0	1591.0	737.0	2467.0	3485.0	1308.0	3174.0	8924.0	22056.0	1605.0	2227.0	4042.0	2513.0	4104.0	3599.0	3561.0	5622.0	5270.0	8221.0	6601.0	4135.0	7219.0	6462.0	2208.0	929.0	1338.0	5800.0	1915.0	2239.0	6687.0	6847.0	427.0	743.0	1745.0	2337.0	5591.0	2463.0	4060.0	1550.0	824.0	2146.0	2729.0	1481.0	631.0	2687.0	2171.0	4917.0	456.0	4150.0	798.0	1475.0	792.0	1451.0	3425.0	534.0	1098.0	2800.0	3092.0	1349.0	4355.0	2235.0	2871.0	1359.0	1785.0	2364.0	8382.0	683.0	1104093.0	1196955.80607
sub-0219	1701.0	4100.0	2578.0	3519.0	1562.0	4417.0	2223.0	2167.0	1391.0	786.0	3746.0	4000.0	1371.0	2879.0	11996.0	18596.0	1600.0	2885.0	5197.0	2508.0	4351.0	5107.0	4013.0	5608.0	6873.0	6436.0	5567.0	4005.0	5352.0	4680.0	2586.0	394.0	1106.0	5564.0	1973.0	2097.0	6388.0	7888.0	415.0	576.0	1761.0	2351.0	5420.0	3815.0	3714.0	1291.0	785.0	2407.0	2806.0	1787.0	727.0	3070.0	1502.0	5088.0	484.0	4848.0	1026.0	1768.0	1555.0	1347.0	3321.0	540.0	1041.0	1990.0	3335.0	1084.0	3945.0	2440.0	1809.0	1510.0	1249.0	1913.0	9871.0	625.0	1141454.0	1215124.082662
sub-0220	2519.0	1999.0	3057.0	2573.0	1261.0	4957.0	2413.0	2079.0	1396.0	448.0	3081.0	3204.0	1088.0	2377.0	10148.0	18548.0	1299.0	2298.0	4064.0	2150.0	3810.0	4555.0	3420.0	6650.0	6290.0	6307.0	7427.0	5010.0	5392.0	6856.0	3097.0	549.0	712.0	5154.0	1371.0	1498.0	8063.0	6955.0	462.0	500.0	1245.0	3086.0	5694.0	2407.0	3597.0	1403.0	869.0	2343.0	2064.0	1454.0	574.0	3529.0	2692.0	5186.0	584.0	4493.0	1432.0	1658.0	656.0	1636.0	3242.0	667.0	1278.0	2734.0	3108.0	1347.0	3982.0	2283.0	1671.0	1024.0	2070.0	2240.0	8846.0	700.0	1136076.0	1496029.90032
sub-0221	2077.0	3705.0	3295.0	3462.0	1488.0	4238.0	2261.0	2420.0	1532.0	643.0	3002.0	3187.0	983.0	2790.0	10614.0	21495.0	1524.0	2612.0	4459.0	2154.0	4654.0	6217.0	5204.0	6247.0	6520.0	5205.0	6648.0	4206.0	5831.0	6822.0	2623.0	738.0	1156.0	5770.0	2348.0	1958.0	6294.0	6603.0	469.0	612.0	1239.0	3686.0	5276.0	3559.0	3953.0	1607.0	967.0	2109.0	2402.0	1826.0	1040.0	3118.0	2045.0	4758.0	340.0	4718.0	1383.0	1488.0	1238.0	1321.0	3506.0	465.0	931.0	2493.0	2557.0	1171.0	4316.0	2134.0	1821.0	1199.0	1721.0	2451.0	9956.0	604.0	1205752.0	1309253.785275
sub-0222	2164.0	3836.0	2683.0	2701.0	1709.0	4245.0	2403.0	2317.0	1698.0	807.0	2502.0	2889.0	1086.0	2170.0	8793.0	14897.0	1722.0	2649.0	4381.0	1792.0	3888.0	5099.0	4966.0	5017.0	5604.0	3999.0	3880.0	3921.0	5467.0	4366.0	1986.0	570.0	999.0	5089.0	1650.0	1497.0	5355.0	6866.0	426.0	589.0	1159.0	2173.0	5389.0	2589.0	3523.0	1221.0	644.0	2081.0	2207.0	1268.0	800.0	2369.0	1635.0	4054.0	403.0	3051.0	932.0	1750.0	1106.0	1006.0	3315.0	504.0	875.0	1994.0	3011.0	1146.0	2663.0	2604.0	1599.0	1088.0	1337.0	2758.0	7999.0	461.0	1024683.0	1187630.051026
sub-0223	1919.0	2669.0	2768.0	3240.0	2001.0	3948.0	2191.0	2413.0	1678.0	499.0	2359.0	3649.0	1173.0	1879.0	9074.0	18553.0	1528.0	2194.0	5550.0	2214.0	3518.0	4284.0	3374.0	5773.0	5324.0	6074.0	4594.0	4440.0	5708.0	5412.0	2301.0	1189.0	840.0	5341.0	1557.0	1955.0	6211.0	8592.0	401.0	307.0	1510.0	2363.0	4897.0	2089.0	3324.0	1255.0	930.0	2420.0	2508.0	1556.0	588.0	2728.0	2172.0	5433.0	430.0	3394.0	1468.0	1937.0	1099.0	1132.0	3133.0	340.0	1000.0	2765.0	2999.0	1157.0	3581.0	2565.0	1834.0	1210.0	1914.0	2280.0	10033.0	339.0	1080928.0	1210313.695283
sub-0224	2014.0	3553.0	2565.0	2984.0	1681.0	4620.0	3152.0	3074.0	1722.0	749.0	3062.0	3184.0	1059.0	2337.0	11880.0	17839.0	1514.0	2127.0	6130.0	2820.0	4460.0	5693.0	4979.0	6051.0	6223.0	5828.0	5241.0	3518.0	5827.0	6271.0	2373.0	709.0	805.0	4679.0	2300.0	1746.0	8435.0	7093.0	371.0	411.0	1331.0	3150.0	5609.0	3679.0	3227.0	1262.0	793.0	1675.0	2227.0	1862.0	795.0	3056.0	2245.0	4976.0	284.0	4673.0	1553.0	1948.0	1193.0	1961.0	2699.0	374.0	956.0	2417.0	2778.0	1439.0	3396.0	2975.0	2422.0	955.0	1422.0	1907.0	9065.0	534.0	1140289.0	1302062.100708
sub-0225	2388.0	3187.0	2332.0	3019.0	2097.0	4587.0	1637.0	2429.0	2041.0	606.0	2464.0	3712.0	1161.0	2084.0	10126.0	17284.0	1824.0	2387.0	3668.0	2259.0	4174.0	3662.0	2574.0	6491.0	7008.0	7439.0	5725.0	2835.0	5079.0	6318.0	2449.0	1221.0	984.0	7340.0	1840.0	3033.0	7434.0	7918.0	736.0	655.0	1844.0	2479.0	5160.0	2264.0	2888.0	1338.0	808.0	2542.0	2444.0	1994.0	730.0	2854.0	1562.0	5268.0	487.0	5027.0	928.0	1649.0	797.0	1771.0	2974.0	291.0	998.0	2609.0	2357.0	1118.0	4053.0	2532.0	1960.0	1340.0	1828.0	2051.0	11290.0	675.0	1080245.0	1395821.901545
sub-0226	2885.0	2923.0	2929.0	2988.0	3507.0	5640.0	1679.0	2965.0	1785.0	589.0	2552.0	3962.0	1464.0	3480.0	8942.0	18910.0	1849.0	2987.0	5883.0	2145.0	3559.0	4807.0	3475.0	5499.0	6627.0	6391.0	5694.0	3503.0	6076.0	5493.0	3064.0	1761.0	964.0	5643.0	1365.0	1583.0	9119.0	7391.0	558.0	515.0	1472.0	2747.0	5975.0	2381.0	3736.0	1735.0	915.0	2677.0	2656.0	1761.0	538.0	3733.0	2665.0	4808.0	288.0	4516.0	1375.0	1768.0	1647.0	1615.0	4035.0	1580.0	991.0	1957.0	3115.0	1118.0	3786.0	2932.0	1590.0	1181.0	1921.0	2623.0	10286.0	556.0	1257771.0	1583713.483139
