lh.aparc.a2009s.area	lh_G&S_frontomargin_area	lh_G&S_occipital_inf_area	lh_G&S_paracentral_area	lh_G&S_subcentral_area	lh_G&S_transv_frontopol_area	lh_G&S_cingul-Ant_area	lh_G&S_cingul-Mid-Ant_area	lh_G&S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg&S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet&P_trans_area	lh_S_oc_middle&Lunatus_area	lh_S_oc_sup&transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med&Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0212	841.0	1228.0	1159.0	1005.0	635.0	1848.0	885.0	1032.0	478.0	174.0	1667.0	1022.0	352.0	1183.0	3672.0	5162.0	462.0	436.0	1461.0	1045.0	1584.0	2176.0	1064.0	1915.0	1319.0	1724.0	1963.0	1452.0	1694.0	1548.0	639.0	500.0	404.0	1366.0	683.0	768.0	1829.0	1651.0	279.0	303.0	769.0	1569.0	1205.0	1813.0	2190.0	753.0	357.0	942.0	1181.0	741.0	399.0	2621.0	1141.0	1938.0	54.0	1911.0	871.0	944.0	611.0	641.0	1915.0	295.0	469.0	1199.0	1452.0	791.0	2025.0	1393.0	911.0	573.0	681.0	1283.0	4136.0	400.0	90785.1	1272058.0	1690078.280264
sub-0213	952.0	1248.0	1116.0	1147.0	648.0	2330.0	1531.0	1130.0	451.0	340.0	1989.0	1060.0	418.0	919.0	4174.0	5987.0	486.0	549.0	1497.0	1146.0	1350.0	2708.0	1017.0	2090.0	1849.0	2451.0	2684.0	1684.0	2295.0	2212.0	858.0	484.0	537.0	1447.0	517.0	732.0	1954.0	1673.0	232.0	279.0	965.0	1788.0	1183.0	2548.0	2159.0	816.0	416.0	1109.0	1293.0	799.0	406.0	1697.0	1463.0	2856.0	338.0	2438.0	871.0	1015.0	655.0	909.0	1823.0	272.0	437.0	1165.0	2016.0	1162.0	2495.0	1336.0	1211.0	498.0	942.0	1041.0	3970.0	338.0	102605.0	1374934.0	1803991.743275
sub-0214	969.0	1656.0	1344.0	1290.0	580.0	1927.0	1084.0	965.0	602.0	330.0	1444.0	1098.0	479.0	711.0	3871.0	6076.0	432.0	566.0	1768.0	1071.0	2063.0	2444.0	1173.0	1948.0	2129.0	2352.0	1994.0	1877.0	1982.0	2410.0	744.0	598.0	416.0	1558.0	407.0	799.0	1894.0	1925.0	193.0	268.0	823.0	1491.0	1143.0	2438.0	2662.0	807.0	460.0	1062.0	1293.0	802.0	444.0	1587.0	1351.0	2038.0	453.0	2255.0	969.0	961.0	717.0	702.0	1721.0	437.0	463.0	1141.0	1435.0	995.0	2227.0	1390.0	1030.0	637.0	946.0	1179.0	4593.0	371.0	100456.0	1318561.0	1509055.969452
sub-0215	915.0	1332.0	886.0	1047.0	633.0	1811.0	1146.0	1146.0	572.0	238.0	1607.0	863.0	278.0	880.0	4613.0	5134.0	436.0	483.0	2067.0	1165.0	1579.0	2187.0	814.0	1883.0	1950.0	2377.0	2353.0	1575.0	1551.0	1949.0	775.0	625.0	410.0	1488.0	434.0	625.0	1891.0	1754.0	285.0	306.0	847.0	1704.0	1234.0	1770.0	1898.0	835.0	366.0	883.0	1149.0	650.0	349.0	1667.0	1286.0	2342.0	149.0	2343.0	1090.0	1262.0	678.0	618.0	1692.0	247.0	545.0	1076.0	1428.0	1194.0	2330.0	1128.0	1034.0	616.0	718.0	1230.0	4187.0	291.0	94902.3	1269350.0	1209103.356156
sub-0216	800.0	1502.0	1191.0	839.0	523.0	1589.0	1030.0	932.0	426.0	246.0	1494.0	862.0	320.0	1017.0	3048.0	5510.0	452.0	431.0	1626.0	1193.0	1732.0	2276.0	1087.0	1905.0	1893.0	1989.0	2912.0	1192.0	1588.0	2150.0	778.0	405.0	330.0	1315.0	619.0	620.0	1774.0	1460.0	253.0	264.0	747.0	1565.0	1225.0	1928.0	1822.0	1042.0	420.0	872.0	1161.0	801.0	449.0	1801.0	1104.0	2056.0	217.0	2664.0	799.0	1083.0	665.0	688.0	1498.0	450.0	534.0	946.0	1374.0	799.0	1919.0	1372.0	934.0	515.0	919.0	980.0	3801.0	292.0	91017.2	1125366.0	1541804.522307
sub-0217	859.0	1280.0	1049.0	1079.0	520.0	1589.0	851.0	1083.0	401.0	197.0	1215.0	975.0	369.0	979.0	3135.0	5962.0	493.0	508.0	1618.0	1003.0	1592.0	1728.0	1031.0	1742.0	1520.0	1938.0	2023.0	1502.0	1693.0	1691.0	633.0	326.0	332.0	1475.0	614.0	786.0	2056.0	1867.0	247.0	293.0	889.0	1652.0	1301.0	1480.0	2233.0	760.0	400.0	921.0	1255.0	788.0	346.0	1554.0	940.0	2505.0	234.0	2267.0	844.0	911.0	528.0	817.0	1623.0	236.0	441.0	1169.0	1838.0	830.0	2369.0	1350.0	1099.0	643.0	726.0	1288.0	3879.0	301.0	90669.0	1227799.0	1606021.742306
sub-0218	885.0	873.0	1009.0	1183.0	451.0	1320.0	1040.0	1005.0	398.0	194.0	1105.0	921.0	305.0	941.0	2866.0	6014.0	407.0	390.0	1208.0	947.0	1116.0	1623.0	818.0	1575.0	1507.0	2477.0	2166.0	1397.0	1851.0	2185.0	610.0	299.0	321.0	1353.0	445.0	756.0	1534.0	1600.0	245.0	368.0	856.0	1035.0	1073.0	1324.0	2138.0	737.0	335.0	906.0	1150.0	661.0	355.0	1421.0	965.0	2235.0	226.0	2159.0	444.0	757.0	357.0	575.0	1534.0	281.0	515.0	1057.0	1533.0	923.0	2041.0	1005.0	1223.0	629.0	826.0	1106.0	3616.0	261.0	83967.7	1104093.0	1196955.80607
sub-0219	753.0	1251.0	892.0	1096.0	487.0	1333.0	792.0	817.0	331.0	218.0	1536.0	1112.0	323.0	774.0	3473.0	5361.0	427.0	551.0	1528.0	920.0	1167.0	1851.0	871.0	1380.0	1834.0	1752.0	1741.0	1448.0	1369.0	1272.0	664.0	122.0	360.0	1347.0	514.0	705.0	1769.0	1874.0	244.0	250.0	880.0	1130.0	1187.0	2026.0	2028.0	632.0	297.0	987.0	1267.0	741.0	399.0	1395.0	755.0	2260.0	164.0	2271.0	626.0	861.0	690.0	643.0	1247.0	253.0	449.0	788.0	1463.0	652.0	1859.0	1056.0	916.0	565.0	545.0	808.0	4138.0	366.0	82854.6	1141454.0	1215124.082662
sub-0220	916.0	775.0	988.0	767.0	451.0	1524.0	816.0	745.0	340.0	181.0	1377.0	750.0	238.0	623.0	2927.0	4657.0	346.0	413.0	1353.0	945.0	968.0	1785.0	819.0	1643.0	1918.0	1745.0	2575.0	1844.0	1438.0	2181.0	830.0	182.0	238.0	1108.0	336.0	468.0	2085.0	1708.0	170.0	217.0	666.0	1320.0	1177.0	1316.0	2033.0	685.0	310.0	893.0	950.0	510.0	349.0	1586.0	1373.0	2158.0	286.0	2538.0	854.0	899.0	296.0	685.0	1480.0	392.0	596.0	1032.0	1485.0	868.0	1987.0	1059.0	775.0	409.0	880.0	908.0	3835.0	263.0	82243.7	1136076.0	1496029.90032
sub-0221	951.0	1304.0	1122.0	999.0	429.0	1469.0	840.0	896.0	379.0	196.0	1449.0	789.0	231.0	752.0	3143.0	5542.0	429.0	563.0	1458.0	899.0	1356.0	2481.0	1186.0	1712.0	1915.0	1560.0	2212.0	1591.0	1516.0	1955.0	661.0	256.0	341.0	1302.0	576.0	608.0	1709.0	1853.0	183.0	285.0	632.0	1421.0	1217.0	1986.0	2222.0	744.0	398.0	856.0	1048.0	887.0	530.0	1476.0	975.0	2105.0	120.0	2480.0	831.0	826.0	625.0	560.0	1596.0	271.0	397.0	1027.0	1273.0	550.0	2205.0	899.0	885.0	503.0	823.0	1190.0	4278.0	213.0	87145.2	1205752.0	1309253.785275
sub-0222	830.0	1386.0	1008.0	889.0	437.0	1402.0	868.0	913.0	471.0	217.0	1253.0	864.0	282.0	657.0	2644.0	4478.0	428.0	452.0	1711.0	752.0	1173.0	2355.0	1053.0	1361.0	1885.0	1397.0	1608.0	1468.0	1617.0	1516.0	555.0	268.0	314.0	1218.0	464.0	512.0	1517.0	1705.0	231.0	289.0	635.0	1215.0	1255.0	1669.0	2111.0	648.0	252.0	951.0	1029.0	610.0	454.0	1137.0	844.0	1889.0	234.0	1622.0	535.0	955.0	428.0	490.0	1607.0	251.0	407.0	846.0	1594.0	743.0	1535.0	1187.0	767.0	386.0	661.0	1275.0	3682.0	234.0	78584.7	1024683.0	1187630.051026
sub-0223	899.0	1156.0	1011.0	1119.0	614.0	1378.0	863.0	896.0	449.0	172.0	1249.0	1088.0	289.0	551.0	2987.0	5527.0	464.0	461.0	1680.0	994.0	1052.0	1814.0	714.0	1836.0	1760.0	1954.0	1652.0	1782.0	1745.0	1771.0	646.0	400.0	291.0	1423.0	381.0	762.0	1598.0	2123.0	187.0	177.0	772.0	1238.0	1107.0	1286.0	2007.0	615.0	388.0	967.0	1187.0	621.0	356.0	1348.0	1203.0	2367.0	245.0	1693.0	804.0	1003.0	541.0	517.0	1334.0	163.0	489.0	1106.0	1603.0	865.0	1842.0	1179.0	867.0	465.0	874.0	1105.0	4341.0	160.0	84571.2	1080928.0	1210313.695283
sub-0224	807.0	1237.0	1024.0	1111.0	478.0	1499.0	1013.0	1163.0	412.0	199.0	1393.0	853.0	252.0	800.0	4046.0	5154.0	377.0	432.0	1842.0	1093.0	1192.0	2237.0	1020.0	1682.0	1995.0	1933.0	2080.0	1438.0	1648.0	1956.0	644.0	305.0	278.0	1214.0	569.0	668.0	2250.0	1826.0	217.0	208.0	695.0	1435.0	1124.0	2196.0	2057.0	710.0	317.0	724.0	1027.0	840.0	435.0	1575.0	1037.0	2183.0	90.0	2592.0	906.0	1071.0	637.0	800.0	1215.0	228.0	391.0	1009.0	1445.0	801.0	1849.0	1294.0	1122.0	432.0	648.0	891.0	4063.0	292.0	88678.4	1140289.0	1302062.100708
sub-0225	735.0	1125.0	912.0	1069.0	497.0	1510.0	747.0	798.0	498.0	194.0	1250.0	1024.0	293.0	541.0	2948.0	5064.0	409.0	447.0	1390.0	950.0	1177.0	1698.0	677.0	1605.0	2117.0	2488.0	2234.0	1319.0	1525.0	2197.0	556.0	440.0	357.0	1653.0	423.0	1167.0	1848.0	1987.0	273.0	280.0	876.0	1280.0	1100.0	1369.0	1828.0	671.0	330.0	1005.0	1128.0	649.0	449.0	1425.0	815.0	2288.0	213.0	2797.0	593.0	906.0	399.0	689.0	1457.0	144.0	470.0	897.0	1200.0	697.0	2102.0	1089.0	933.0	465.0	971.0	901.0	4459.0	384.0	85403.3	1080245.0	1395821.901545
sub-0226	757.0	1137.0	1005.0	869.0	513.0	1683.0	719.0	1033.0	428.0	139.0	1224.0	1008.0	286.0	929.0	2470.0	4418.0	438.0	526.0	1895.0	828.0	990.0	1909.0	838.0	1384.0	1951.0	1884.0	1978.0	1540.0	1762.0	1703.0	757.0	634.0	293.0	1261.0	338.0	506.0	2130.0	1773.0	212.0	277.0	711.0	1324.0	1138.0	1244.0	2130.0	814.0	322.0	1068.0	1194.0	631.0	264.0	1576.0	908.0	1772.0	123.0	2441.0	847.0	920.0	814.0	700.0	1751.0	356.0	395.0	671.0	1591.0	714.0	2000.0	1213.0	758.0	408.0	756.0	1102.0	4118.0	228.0	83427.1	1257771.0	1583713.483139
